rank,indicator,lookback,entry,exit,target,score,total,worst_day,turnover,trades,day_1,day_2,day_3
372,median_mad_z,1500,3.0,0.0,50,45.45,1869.0,-421.0,400,16,-421.0,593.0,1697.0
373,ema_z,2000,2.75,0.0,50,37.85,1569.0,-354.0,200,7,1923.0,-354.0,0.0
374,median_mad_z,1800,2.25,0.5,200,26.35,3899.0,-946.0,1200,35,-946.0,-487.0,5332.0
375,median_mad_z,1000,3.0,0.5,50,13.15,1833.0,-444.0,550,22,1611.0,666.0,-444.0
376,median_mad_z,1800,2.25,0.5,50,12.4,1160.0,-277.0,300,12,-277.0,212.0,1225.0
377,median_mad_z,2000,3.0,0.0,50,0.0,0.0,0.0,0,0,0.0,0.0,0.0
378,median_mad_z,2000,3.0,0.0,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0
379,median_mad_z,2000,3.0,0.0,150,0.0,0.0,0.0,0,0,0.0,0.0,0.0
380,median_mad_z,2000,3.0,0.0,200,0.0,0.0,0.0,0,0,0.0,0.0,0.0
381,median_mad_z,2000,3.0,0.5,50,0.0,0.0,0.0,0,0,0.0,0.0,0.0
382,median_mad_z,2000,3.0,0.5,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0
383,median_mad_z,2000,3.0,0.5,150,0.0,0.0,0.0,0,0,0.0,0.0,0.0
384,median_mad_z,2000,3.0,0.5,200,0.0,0.0,0.0,0,0,0.0,0.0,0.0
385,median_mad_z,2000,3.25,0.0,50,0.0,0.0,0.0,0,0,0.0,0.0,0.0
386,median_mad_z,2000,3.25,0.0,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0
387,median_mad_z,2000,3.25,0.0,150,0.0,0.0,0.0,0,0,0.0,0.0,0.0
388,median_mad_z,2000,3.25,0.0,200,0.0,0.0,0.0,0,0,0.0,0.0,0.0
389,median_mad_z,2000,3.25,0.5,50,0.0,0.0,0.0,0,0,0.0,0.0,0.0
390,median_mad_z,2000,3.25,0.5,100,0.0,0.0,0.0,0,0,0.0,0.0,0.0
391,median_mad_z,2000,3.25,0.5,150,0.0,0.0,0.0,0,0,0.0,0.0,0.0
392,median_mad_z,2000,3.25,0.5,200,0.0,0.0,0.0,0,0,0.0,0.0,0.0
393,median_mad_z,1800,2.25,0.5,100,-7.7,2438.0,-616.0,600,18,-616.0,484.0,2570.0
394,median_mad_z,1200,3.0,0.5,50,-10.6,788.0,-207.0,300,12,110.0,885.0,-207.0
395,median_mad_z,1200,3.0,0.5,100,-13.2,1644.0,-423.0,600,18,365.0,1702.0,-423.0
396,median_mad_z,1500,3.25,0.5,100,-18.05,2207.0,-569.0,400,12,-569.0,0.0,2776.0
397,rolling_z,1800,2.25,0.5,100,-21.49,4227.0,-1070.0,4118,124,-1070.0,2714.0,2583.0
398,ema_z,1500,2.75,0.0,100,-41.9,4638.0,-1200.0,700,21,3427.0,-1200.0,2411.0
399,median_mad_z,1200,2.5,0.0,50,-46.35,1239.0,-355.0,550,21,1259.0,-355.0,335.0
400,median_mad_z,1800,2.25,0.5,150,-46.8,3128.0,-827.0,900,26,-827.0,45.0,3910.0
401,median_mad_z,1500,3.25,0.5,50,-78.9,990.0,-326.0,200,8,-326.0,0.0,1316.0
402,rolling_z,1500,3.0,0.0,100,-96.1,10452.0,-2707.0,1048,32,12016.0,1143.0,-2707.0
403,ema_z,650,2.5,0.0,50,-109.63,3609.0,-1009.0,1438,45,2107.0,-1009.0,2511.0
404,ema_z,650,3.25,0.0,50,-113.07,7540.0,-1997.0,536,17,5607.0,3930.0,-1997.0
405,median_mad_z,1200,3.0,0.5,150,-123.8,1576.0,-516.0,900,26,702.0,1390.0,-516.0
406,ema_z,1500,2.75,0.0,50,-136.7,1912.0,-614.0,350,12,1520.0,-614.0,1006.0
407,median_mad_z,1000,3.0,0.0,200,-144.81,6960.0,-1881.0,1905,57,7166.0,1675.0,-1881.0
408,ema_z,2000,2.5,0.5,150,-144.97,5411.0,-1492.0,2858,88,-1492.0,1854.0,5049.0
409,median_mad_z,1000,3.25,0.0,100,-147.11,2614.0,-799.0,805,25,1941.0,1472.0,-799.0
410,median_mad_z,1200,2.0,0.0,200,-154.31,3153.0,-935.0,3780,110,-935.0,-39.0,4127.0
411,ema_z,500,3.25,0.0,150,-155.4,19154.0,-4939.0,2452,72,15763.0,-4939.0,8330.0
412,ema_z,1800,3.0,0.5,200,-181.48,311.0,-255.0,2114,62,-107.0,-255.0,673.0
413,ema_z,1500,3.0,0.5,50,-189.11,329.0,-270.0,680,26,-270.0,371.0,228.0
414,median_mad_z,1200,3.0,0.5,200,-190.15,1537.0,-572.0,1200,36,1278.0,831.0,-572.0
415,rolling_z,800,3.25,0.0,50,-191.14,2786.0,-887.0,320,11,748.0,2925.0,-887.0
416,ema_z,2000,3.0,0.5,50,-198.3,178.0,-242.0,400,16,420.0,-242.0,0.0
417,ema_z,2000,3.0,0.0,150,-230.65,1461.0,-595.0,452,14,2056.0,-595.0,0.0
418,median_mad_z,1000,3.0,0.0,50,-238.32,835.0,-446.0,537,21,480.0,801.0,-446.0
419,median_mad_z,1200,2.25,0.0,50,-267.92,1682.0,-687.0,712,27,47.0,-687.0,2322.0
420,rolling_z,1200,2.75,0.0,150,-277.1,22668.0,-5939.0,2550,71,25312.0,3295.0,-5939.0
421,rolling_z,2000,2.5,0.5,50,-280.91,3067.0,-1045.0,1332,51,-1045.0,1566.0,2546.0
422,ema_z,1500,2.5,0.0,100,-284.18,6026.0,-1789.0,838,25,857.0,-1789.0,6958.0
423,ema_z,1800,3.25,0.5,100,-289.37,288.0,-360.0,686,21,-360.0,648.0,0.0
424,ema_z,1500,3.25,0.5,50,-293.75,589.0,-440.0,500,20,-440.0,432.0,597.0
425,ema_z,800,2.5,0.0,100,-305.36,9388.0,-2648.0,2178,63,7326.0,-2648.0,4710.0
426,median_mad_z,2000,2.25,0.5,50,-318.6,1244.0,-629.0,300,12,-629.0,515.0,1358.0
427,median_mad_z,800,3.0,0.0,50,-344.95,730.0,-526.0,726,29,-526.0,411.0,845.0
428,ema_z,2000,2.5,0.5,200,-352.77,7895.0,-2319.0,3758,112,-2319.0,3052.0,7162.0
429,rolling_z,1200,3.25,0.0,100,-361.58,5581.0,-1756.0,415,12,-265.0,7602.0,-1756.0
430,ema_z,500,3.25,0.0,200,-374.38,23395.0,-6217.0,3066,88,21036.0,-6217.0,8576.0
431,ema_z,1000,3.0,0.0,50,-388.4,3766.0,-1329.0,450,15,1963.0,3132.0,-1329.0
432,rolling_z,1500,3.0,0.5,50,-390.2,130.0,-421.0,850,34,-421.0,777.0,-226.0
433,rolling_z,800,2.5,0.0,50,-391.17,8505.0,-2514.0,1712,53,-2514.0,3901.0,7118.0
434,median_mad_z,1200,2.5,0.0,150,-411.41,2371.0,-1001.0,1580,48,2424.0,-1001.0,948.0
435,ema_z,1500,3.25,0.0,50,-417.75,2803.0,-1118.0,250,9,-1118.0,769.0,3152.0
436,median_mad_z,1000,3.0,0.0,150,-435.16,4307.0,-1509.0,1455,44,4033.0,1783.0,-1509.0
437,rolling_z,1500,3.25,0.0,50,-438.7,1847.0,-900.0,227,8,1856.0,891.0,-900.0
438,rolling_z,1800,2.25,0.5,200,-441.25,8793.0,-2624.0,7748,230,-2624.0,4628.0,6789.0
439,ema_z,500,3.25,0.0,50,-445.95,5831.0,-1902.0,850,28,5504.0,-1902.0,2229.0
440,ema_z,500,3.25,0.0,100,-456.9,12230.0,-3511.0,1700,50,10824.0,-3511.0,4917.0
441,ema_z,1500,2.75,0.5,50,-476.55,-343.0,-389.0,900,36,-389.0,-179.0,225.0
442,median_mad_z,1000,2.75,0.5,50,-482.85,557.0,-621.0,550,22,864.0,314.0,-621.0
443,rolling_z,2000,2.75,0.5,50,-484.14,3368.0,-1324.0,1068,42,-1324.0,1600.0,3092.0
444,rolling_z,1200,3.0,0.5,50,-489.91,-241.0,-427.0,1330,52,-15.0,201.0,-427.0
445,ema_z,1200,3.25,0.5,50,-490.26,470.0,-607.0,382,14,566.0,511.0,-607.0
446,rolling_z,500,3.0,0.0,100,-501.27,6213.0,-2050.0,2258,65,6522.0,1741.0,-2050.0
447,median_mad_z,1500,2.75,0.0,50,-518.05,743.0,-703.0,400,16,-703.0,-2.0,1448.0
448,rolling_z,1800,2.5,0.5,50,-555.7,3018.0,-1307.0,1600,64,-1307.0,1505.0,2820.0
449,rolling_z,1800,2.25,0.5,150,-561.9,5888.0,-2022.0,5948,177,-2022.0,3516.0,4394.0
450,median_mad_z,800,2.5,0.0,50,-572.5,716.0,-749.0,1248,47,-749.0,-487.0,1952.0
451,median_mad_z,1000,3.0,0.0,100,-579.26,1695.0,-1001.0,1005,30,1288.0,1408.0,-1001.0
452,ema_z,1500,3.25,0.5,100,-588.0,952.0,-824.0,1000,30,-824.0,852.0,924.0
453,ema_z,800,2.75,0.0,150,-605.63,14768.0,-4294.0,1816,53,16049.0,3013.0,-4294.0
454,ema_z,2000,3.0,0.5,100,-615.75,-289.0,-542.0,752,23,253.0,-542.0,0.0
455,ema_z,1800,3.25,0.5,200,-620.57,704.0,-794.0,1286,39,-794.0,1498.0,0.0
456,ema_z,1500,3.0,0.5,100,-633.46,-36.0,-622.0,1228,38,-622.0,567.0,19.0
457,rolling_z,1200,3.25,0.0,150,-676.63,7434.0,-2534.0,565,17,-1522.0,11490.0,-2534.0
458,rolling_z,500,2.25,0.0,50,-678.03,4212.0,-1723.0,4014,121,-1723.0,5373.0,562.0
459,ema_z,2000,2.75,0.5,150,-700.11,489.0,-819.0,1678,50,-819.0,1308.0,0.0
460,median_mad_z,1000,2.75,0.0,50,-734.32,-441.0,-623.0,537,21,-267.0,449.0,-623.0
461,ema_z,1800,3.25,0.5,150,-756.22,203.0,-805.0,986,29,-805.0,1008.0,0.0
462,ema_z,1000,3.0,0.5,200,-763.84,3557.0,-1646.0,3544,102,-698.0,5901.0,-1646.0
463,ema_z,2000,3.0,0.0,200,-785.35,143.0,-820.0,552,16,963.0,-820.0,0.0
464,rolling_z,1200,3.0,0.5,100,-790.46,386.0,-882.0,2478,74,854.0,414.0,-882.0
465,rolling_z,1500,2.5,0.5,50,-813.07,2515.0,-1438.0,1908,74,-1438.0,1615.0,2338.0
466,ema_z,800,2.75,0.0,200,-813.33,13876.0,-4278.0,2166,63,13991.0,4163.0,-4278.0
467,rolling_z,2000,2.75,0.5,100,-818.64,6734.0,-2498.0,2068,63,-2498.0,3422.0,5810.0
468,rolling_z,1200,3.25,0.0,200,-832.18,9533.0,-3214.0,715,21,-2774.0,15521.0,-3214.0
469,ema_z,1500,2.5,0.0,150,-834.88,7130.0,-2615.0,1188,34,2105.0,-2615.0,7640.0
470,ema_z,1500,3.25,0.0,100,-836.66,5689.0,-2258.0,453,13,-2258.0,1535.0,6412.0
471,ema_z,1000,3.25,0.5,50,-861.05,-117.0,-831.0,400,16,550.0,164.0,-831.0
472,median_mad_z,800,3.25,0.0,50,-877.4,742.0,-1062.0,450,18,-1062.0,540.0,1264.0
473,rolling_z,1200,3.0,0.5,150,-889.02,636.0,-1041.0,3508,101,1017.0,660.0,-1041.0
474,median_mad_z,1200,2.25,0.0,100,-898.64,2588.0,-1543.0,1320,40,863.0,-1543.0,3268.0
475,median_mad_z,2000,2.25,0.5,100,-915.7,1654.0,-1328.0,600,18,-1328.0,408.0,2574.0
476,median_mad_z,1000,2.75,0.5,100,-964.7,914.0,-1191.0,1100,33,1344.0,761.0,-1191.0
477,median_mad_z,1200,2.0,0.0,50,-968.9,-16.0,-963.0,950,37,-963.0,-114.0,1061.0
478,ema_z,1800,2.75,0.5,50,-1016.06,-382.0,-919.0,780,31,-919.0,-61.0,598.0
479,median_mad_z,1200,2.75,0.0,200,-1020.34,356.0,-1106.0,1668,49,-983.0,-1106.0,2445.0
480,ema_z,2000,3.0,0.5,150,-1060.6,-1190.0,-761.0,1052,34,-429.0,-761.0,0.0
481,ema_z,2000,2.25,0.5,50,-1069.09,241.0,-1127.0,1172,47,-1127.0,434.0,934.0
482,ema_z,1200,3.25,0.5,100,-1073.51,195.0,-1121.0,630,18,805.0,511.0,-1121.0
483,ema_z,2000,2.75,0.5,200,-1075.36,776.0,-1265.0,2178,65,-1265.0,2041.0,0.0
484,ema_z,1500,3.25,0.5,150,-1088.5,1554.0,-1474.0,1500,44,-1474.0,1397.0,1631.0
485,ema_z,650,3.25,0.0,100,-1112.47,11530.0,-3993.0,986,29,11487.0,4036.0,-3993.0
486,rolling_z,1200,2.25,0.0,200,-1121.56,8841.0,-3322.0,4904,137,13231.0,-1068.0,-3322.0
487,ema_z,1000,3.0,0.5,150,-1131.48,1813.0,-1579.0,2866,84,-1147.0,4539.0,-1579.0
488,ema_z,1500,2.75,0.5,100,-1150.72,-1673.0,-729.0,1734,52,-729.0,-409.0,-535.0
489,ema_z,800,2.5,0.0,50,-1154.3,3364.0,-1993.0,1150,36,3125.0,-1993.0,2232.0
490,median_mad_z,1500,2.75,0.0,100,-1158.6,1704.0,-1583.0,800,24,-1583.0,321.0,2966.0
491,rolling_z,1200,2.75,0.0,100,-1163.15,12785.0,-4356.0,1700,50,15563.0,1578.0,-4356.0
492,rolling_z,1500,3.0,0.0,150,-1168.25,10762.0,-3856.0,1374,39,12736.0,1882.0,-3856.0
493,median_mad_z,1200,2.5,0.0,200,-1180.76,1793.0,-1625.0,2004,58,2042.0,-1625.0,1376.0
494,ema_z,1500,2.5,0.0,200,-1216.08,8936.0,-3447.0,1538,44,3855.0,-3447.0,8528.0
495,rolling_z,1500,3.25,0.5,50,-1220.39,-717.0,-1040.0,568,21,-387.0,710.0,-1040.0
496,ema_z,1200,3.0,0.5,50,-1256.4,-1044.0,-994.0,700,27,-895.0,845.0,-994.0
497,ema_z,1000,2.75,0.0,50,-1272.65,1905.0,-1748.0,450,14,1387.0,2266.0,-1748.0
498,median_mad_z,2000,2.0,0.5,50,-1299.3,162.0,-1339.0,400,16,-1339.0,453.0,1048.0
499,ema_z,650,2.25,0.0,100,-1342.22,3907.0,-2312.0,3484,100,-2312.0,569.0,5650.0
500,rolling_z,1200,3.0,0.5,200,-1342.73,-401.0,-1234.0,4240,123,-85.0,918.0,-1234.0
501,rolling_z,1200,2.25,0.0,150,-1346.91,6871.0,-3057.0,3828,106,9494.0,434.0,-3057.0
502,rolling_z,1200,2.25,0.0,50,-1370.41,941.0,-1603.0,1328,42,2638.0,-94.0,-1603.0
503,median_mad_z,1500,3.0,0.5,50,-1375.55,757.0,-1564.0,400,16,-1564.0,1019.0,1302.0
504,rolling_z,1500,2.75,0.5,50,-1379.33,1469.0,-1744.0,1292,51,-1744.0,2542.0,671.0
505,ema_z,2000,3.0,0.5,200,-1397.45,-1815.0,-941.0,1352,40,-941.0,-874.0,0.0
506,ema_z,1500,3.25,0.0,150,-1406.21,7736.0,-3339.0,603,18,-3339.0,2367.0,8708.0
507,median_mad_z,1000,2.5,0.5,50,-1414.25,-1767.0,-971.0,750,29,-971.0,-162.0,-634.0
508,median_mad_z,800,3.0,0.0,100,-1427.0,987.0,-1671.0,1376,42,-1671.0,971.0,1687.0
509,median_mad_z,800,2.75,0.0,200,-1437.13,264.0,-1496.0,3564,107,-1496.0,1765.0,-5.0
510,median_mad_z,1200,2.0,0.0,100,-1480.55,337.0,-1561.0,1900,58,-1561.0,-188.0,2086.0
511,median_mad_z,2000,2.25,0.5,150,-1483.8,2376.0,-2076.0,900,26,-2076.0,464.0,3988.0
512,median_mad_z,1000,2.75,0.5,150,-1486.55,683.0,-1654.0,1650,49,1211.0,1126.0,-1654.0
513,rolling_z,1200,2.75,0.0,50,-1492.7,3928.0,-2473.0,850,26,6511.0,-110.0,-2473.0
514,median_mad_z,1500,2.75,0.0,150,-1506.9,2966.0,-2246.0,1200,35,-2246.0,612.0,4600.0
515,median_mad_z,1200,2.25,0.0,150,-1521.74,3420.0,-2373.0,1870,56,2329.0,-2373.0,3464.0
516,median_mad_z,800,2.5,0.0,100,-1537.8,1044.0,-1794.0,2398,72,-1794.0,-890.0,3728.0
517,median_mad_z,1500,2.5,0.0,50,-1538.55,-503.0,-1412.0,400,16,-1412.0,-146.0,1055.0
518,rolling_z,1200,2.25,0.0,100,-1542.16,3540.0,-2422.0,2578,75,5748.0,214.0,-2422.0
519,ema_z,1500,3.25,0.5,200,-1551.06,1763.0,-1988.0,1906,56,-1988.0,2083.0,1668.0
520,rolling_z,800,3.25,0.0,100,-1573.39,735.0,-1756.0,570,16,-258.0,2749.0,-1756.0
521,median_mad_z,1200,2.0,0.0,150,-1573.45,1057.0,-1832.0,2850,86,-1832.0,-169.0,3058.0
522,ema_z,1000,3.0,0.5,100,-1591.68,9.0,-1590.0,1967,59,-1590.0,2949.0,-1350.0
523,ema_z,1500,2.5,0.5,50,-1592.87,-1121.0,-1310.0,1308,50,-1310.0,-480.0,669.0
524,ema_z,650,3.25,0.0,150,-1609.62,16205.0,-5658.0,1436,43,17545.0,4318.0,-5658.0
525,rolling_z,1800,3.25,0.0,50,-1630.25,-1499.0,-1255.0,250,9,-1137.0,893.0,-1255.0
526,rolling_z,1800,3.25,0.5,50,-1647.2,-444.0,-1535.0,600,23,-1535.0,830.0,261.0
527,rolling_z,1000,2.5,0.0,50,-1662.5,-100.0,-1635.0,1250,39,82.0,1453.0,-1635.0
528,rolling_z,2000,2.5,0.5,100,-1670.86,4740.0,-2851.0,2432,73,-2851.0,2560.0,5031.0
529,median_mad_z,1200,2.25,0.0,200,-1720.34,5754.0,-3154.0,2420,71,5254.0,-3154.0,3654.0
530,median_mad_z,2000,2.25,0.5,200,-1730.1,2536.0,-2362.0,1052,30,-2362.0,803.0,4095.0
531,median_mad_z,1200,2.75,0.0,50,-1740.4,-874.0,-1521.0,450,17,-1521.0,135.0,512.0
532,median_mad_z,1000,2.5,0.0,50,-1748.47,-1928.0,-1265.0,737,28,-1265.0,-27.0,-636.0
533,ema_z,1200,2.75,0.5,50,-1751.0,-2037.0,-1240.0,876,34,-1240.0,98.0,-895.0
534,median_mad_z,1500,2.75,0.0,200,-1767.2,4468.0,-2881.0,1600,46,-2881.0,1002.0,6347.0
535,rolling_z,1200,3.25,0.5,50,-1785.57,-2754.0,-1096.0,533,21,-1082.0,-576.0,-1096.0
536,median_mad_z,1000,2.75,0.0,100,-1807.57,-1254.0,-1492.0,1037,31,-635.0,873.0,-1492.0
537,ema_z,1000,3.25,0.5,100,-1846.81,-662.0,-1680.0,654,20,715.0,303.0,-1680.0
538,ema_z,1500,2.25,0.5,50,-1858.44,-1033.0,-1596.0,2094,81,-1596.0,-79.0,642.0
539,ema_z,650,3.25,0.0,200,-1876.02,21395.0,-7221.0,1886,54,23744.0,4872.0,-7221.0
540,rolling_z,2000,3.0,0.5,50,-1894.2,320.0,-1973.0,600,24,-1973.0,280.0,2013.0
541,ema_z,1800,2.75,0.5,100,-1903.88,-1064.0,-1635.0,1438,44,-1635.0,-73.0,644.0
542,rolling_z,1500,3.25,0.0,100,-1915.4,-339.0,-1830.0,327,10,600.0,891.0,-1830.0
543,rolling_z,650,2.75,0.0,150,-1933.24,17788.0,-6374.0,3120,88,21861.0,-6374.0,2301.0
544,median_mad_z,1500,2.75,0.5,50,-1939.05,-369.0,-1846.0,400,16,-1846.0,424.0,1053.0
545,ema_z,1800,2.5,0.5,50,-1954.25,-1045.0,-1691.0,1000,40,-1691.0,-138.0,784.0
546,median_mad_z,1000,2.75,0.5,200,-1960.1,273.0,-2024.0,2174,64,1006.0,1291.0,-2024.0
547,rolling_z,1000,3.0,0.0,50,-1980.82,3337.0,-2814.0,536,18,3934.0,2217.0,-2814.0
548,ema_z,1200,3.25,0.5,150,-1996.41,-543.0,-1859.0,830,24,805.0,511.0,-1859.0
549,ema_z,1500,3.25,0.0,200,-1998.01,9730.0,-4429.0,753,22,-4429.0,3203.0,10956.0
550,ema_z,1000,2.75,0.0,100,-2005.55,5077.0,-3273.0,900,27,3602.0,4748.0,-3273.0
551,rolling_z,1800,2.5,0.5,100,-2043.8,5578.0,-3432.0,3148,95,-3432.0,3218.0,5792.0
552,median_mad_z,1200,2.75,0.0,100,-2075.99,-817.0,-1870.0,868,27,-1870.0,-45.0,1098.0
553,rolling_z,1800,3.0,0.0,50,-2085.25,-2283.0,-1514.0,250,9,-1137.0,368.0,-1514.0
554,rolling_z,1500,3.0,0.0,200,-2091.75,9678.0,-4508.0,1624,47,11478.0,2708.0,-4508.0
555,ema_z,1000,3.0,0.5,50,-2095.5,-1342.0,-1758.0,1000,39,-1758.0,1148.0,-732.0
556,ema_z,500,3.0,0.0,50,-2126.63,745.0,-2311.0,940,30,4820.0,-2311.0,-1764.0
557,rolling_z,1800,3.0,0.5,50,-2147.95,-1423.0,-1791.0,600,24,-1791.0,305.0,63.0
558,rolling_z,2000,3.25,0.5,50,-2156.3,-1246.0,-1844.0,400,16,-1844.0,783.0,-185.0
559,rolling_z,1800,2.0,0.5,50,-2160.17,-836.0,-1946.0,2584,103,-1946.0,1095.0,15.0
560,ema_z,650,2.25,0.0,50,-2171.8,3048.0,-2930.0,1898,58,-2930.0,705.0,5273.0
561,median_mad_z,1000,2.25,0.0,50,-2173.57,-1562.0,-1781.0,1037,41,-1781.0,558.0,-339.0
562,median_mad_z,1200,2.75,0.0,150,-2202.54,-840.0,-1990.0,1268,38,-1990.0,-559.0,1709.0
563,median_mad_z,1000,2.25,0.5,50,-2233.1,-2904.0,-1505.0,1050,42,-1487.0,88.0,-1505.0
564,rolling_z,1500,2.25,0.5,50,-2248.83,-72.0,-2226.0,2416,94,-2226.0,218.0,1936.0
565,ema_z,1000,2.75,0.0,200,-2272.85,12791.0,-5467.0,1800,51,8304.0,9954.0,-5467.0
566,rolling_z,800,2.75,0.0,50,-2317.22,1263.0,-2631.0,984,31,4324.0,-430.0,-2631.0
567,median_mad_z,1200,2.5,0.5,50,-2326.26,-1840.0,-1865.0,632,24,-1865.0,578.0,-553.0
568,median_mad_z,1500,2.25,0.0,50,-2328.05,-1737.0,-1893.0,400,16,-1893.0,-734.0,890.0
569,rolling_z,1500,3.0,0.5,100,-2361.98,-727.0,-2177.0,1616,48,-2177.0,1588.0,-138.0
570,ema_z,2000,2.0,0.5,50,-2373.88,-930.0,-2138.0,1688,67,-2138.0,22.0,1186.0
571,median_mad_z,1500,2.0,0.0,50,-2381.07,372.0,-2473.0,533,21,-2473.0,-507.0,3352.0
572,ema_z,1200,3.0,0.5,100,-2384.49,-1843.0,-1921.0,1372,41,-1408.0,1486.0,-1921.0
573,ema_z,800,3.25,0.5,50,-2388.3,-3390.0,-1540.0,400,16,-1427.0,-423.0,-1540.0
574,ema_z,1500,3.0,0.5,150,-2391.21,-1511.0,-2010.0,1728,51,-2010.0,851.0,-352.0
575,ema_z,1200,3.25,0.5,200,-2394.31,-861.0,-2177.0,1030,30,805.0,511.0,-2177.0
576,median_mad_z,1000,2.75,0.0,150,-2400.32,-509.0,-2270.0,1537,47,685.0,1076.0,-2270.0
577,median_mad_z,800,3.25,0.0,100,-2441.3,814.0,-2643.0,900,27,-2643.0,1100.0,2357.0
578,rolling_z,1200,2.75,0.5,50,-2445.7,-2972.0,-1699.0,1850,73,-1699.0,-512.0,-761.0
579,ema_z,2000,2.25,0.5,100,-2451.96,318.0,-2527.0,2230,67,-2527.0,1314.0,1531.0
580,ema_z,1000,2.75,0.0,150,-2485.95,8563.0,-4624.0,1350,39,5897.0,7290.0,-4624.0
581,rolling_z,2000,2.75,0.5,150,-2492.79,8748.0,-4674.0,2896,88,-4674.0,4653.0,8769.0
582,rolling_z,1500,2.5,0.5,100,-2513.57,4223.0,-3562.0,3658,110,-3562.0,3798.0,3987.0
583,ema_z,800,3.0,0.5,50,-2549.9,-3143.0,-1762.0,1074,40,-1762.0,141.0,-1522.0
584,ema_z,1200,2.5,0.5,50,-2583.54,-2012.0,-2078.0,1268,50,-2078.0,-495.0,561.0
585,rolling_z,2000,2.5,0.5,150,-2594.06,6820.0,-4292.0,3532,106,-4292.0,3686.0,7426.0
586,median_mad_z,1500,3.0,0.5,100,-2603.85,1719.0,-3032.0,800,24,-3032.0,2176.0,2575.0
587,rolling_z,1800,2.75,0.5,50,-2621.15,-1807.0,-2168.0,700,28,-2168.0,-253.0,614.0
588,rolling_z,1000,3.0,0.5,50,-2635.77,-3932.0,-1650.0,1386,55,-1650.0,-698.0,-1584.0
589,ema_z,800,3.25,0.0,50,-2642.55,-3757.0,-1703.0,150,6,-1703.0,-1154.0,-900.0
590,median_mad_z,1200,2.75,0.5,50,-2662.9,-1576.0,-2268.0,450,17,-2268.0,1068.0,-376.0
591,rolling_z,1000,3.25,0.5,50,-2670.64,-3623.0,-1763.0,946,38,-1763.0,-148.0,-1712.0
592,rolling_z,1000,3.25,0.0,50,-2757.6,2145.0,-3293.0,423,14,1483.0,3955.0,-3293.0
593,median_mad_z,2000,2.0,0.5,100,-2761.5,-420.0,-2655.0,750,22,-2655.0,46.0,2189.0
594,rolling_z,1500,3.25,0.5,100,-2773.44,-3158.0,-1982.0,968,30,-1886.0,710.0,-1982.0
595,ema_z,1500,2.75,0.5,150,-2778.82,-4019.0,-1769.0,2534,74,-1769.0,-627.0,-1623.0
596,ema_z,1000,2.75,0.5,50,-2803.7,-2686.0,-2130.0,1100,43,-2130.0,921.0,-1477.0
597,rolling_z,1800,2.75,0.0,50,-2848.5,-3340.0,-2013.0,250,9,-1137.0,-190.0,-2013.0
598,rolling_z,800,3.25,0.5,50,-2850.39,-3205.0,-2048.0,570,22,-2048.0,110.0,-1267.0
599,median_mad_z,1000,2.0,0.0,50,-2852.31,-410.0,-2747.0,1403,55,-2747.0,-12.0,2349.0
600,ema_z,1000,3.25,0.5,150,-2858.26,-1471.0,-2489.0,754,23,715.0,303.0,-2489.0
601,rolling_z,1000,2.75,0.0,50,-2863.45,1209.0,-3164.0,850,27,3422.0,951.0,-3164.0
602,median_mad_z,1500,2.5,0.5,50,-2902.75,-1387.0,-2555.0,500,20,-2555.0,508.0,660.0
603,rolling_z,1800,3.25,0.0,100,-2904.5,-2482.0,-2283.0,500,15,-2283.0,1913.0,-2112.0
604,rolling_z,1000,2.0,0.0,50,-2981.31,1925.0,-3458.0,2280,70,-2007.0,7390.0,-3458.0
605,median_mad_z,1000,2.75,0.0,200,-2989.77,-143.0,-2950.0,2011,59,2422.0,385.0,-2950.0
606,rolling_z,2000,3.25,0.0,50,-2993.12,-2199.0,-2443.0,187,7,-2443.0,763.0,-519.0
607,rolling_z,1800,3.25,0.5,100,-3044.9,-470.0,-2925.0,1200,36,-2925.0,1754.0,701.0
608,ema_z,1800,2.25,0.5,50,-3055.73,-2497.0,-2429.0,1238,49,-2429.0,3.0,-71.0
609,median_mad_z,1500,2.5,0.0,100,-3131.6,-1044.0,-2869.0,800,24,-2869.0,-446.0,2271.0
610,rolling_z,1200,2.0,0.0,50,-3161.06,28.0,-3165.0,1528,47,2373.0,820.0,-3165.0
611,ema_z,1800,2.75,0.5,150,-3200.83,-2159.0,-2657.0,2038,61,-2657.0,-172.0,670.0
612,median_mad_z,1200,2.25,0.5,50,-3226.62,-1668.0,-2808.0,812,32,-2808.0,246.0,894.0
613,rolling_z,800,3.0,0.0,50,-3242.35,643.0,-3402.0,550,18,1000.0,3045.0,-3402.0
614,rolling_z,1500,2.75,0.5,100,-3253.63,2277.0,-3818.0,2442,74,-3818.0,4884.0,1211.0
615,median_mad_z,1000,2.0,0.5,50,-3255.83,-3200.0,-2453.0,1416,56,-2453.0,-507.0,-240.0
616,median_mad_z,1000,2.5,0.5,100,-3277.0,-3852.0,-2311.0,1500,45,-2311.0,-276.0,-1265.0
617,rolling_z,2000,3.0,0.0,50,-3283.32,-2903.0,-2557.0,287,10,-2557.0,260.0,-606.0
