rank,indicator,lookback,entry,exit,target,score,total,worst_day,turnover,trades,day_1,day_2,day_3
113,ema_z,2000,2.25,0.0,150,4794.91,26115.0,-1731.0,1422,40,2969.0,-1731.0,24877.0
114,ema_z,800,2.5,0.0,200,4577.32,25940.0,-1900.0,3842,106,14128.0,-1900.0,13712.0
115,rolling_z,500,2.25,0.0,200,4484.67,12239.0,1451.0,13040,362,5015.0,5773.0,1451.0
116,rolling_z,2000,2.25,0.5,200,4467.76,16026.0,475.0,6870,202,475.0,7397.0,8154.0
117,ema_z,1200,3.25,0.0,200,4409.32,14079.0,891.0,715,20,7111.0,891.0,6077.0
118,ema_z,500,2.75,0.0,100,4342.44,16760.0,158.0,2780,81,7868.0,158.0,8734.0
119,ema_z,2000,2.5,0.0,100,4272.2,20988.0,-973.0,900,27,3799.0,-973.0,18162.0
120,ema_z,650,2.25,0.0,200,4231.08,12205.0,1193.0,6584,183,3264.0,1193.0,7748.0
121,ema_z,1000,2.5,0.0,100,4164.56,15665.0,251.0,1344,40,251.0,3253.0,12161.0
122,ema_z,1500,2.0,0.0,50,4143.45,16595.0,-3.0,1150,36,-3.0,784.0,15814.0
123,ema_z,650,2.5,0.0,100,4110.06,13282.0,795.0,2718,79,7465.0,795.0,5022.0
124,ema_z,1000,3.0,0.0,200,4094.41,30091.0,-3425.0,1668,46,21667.0,11849.0,-3425.0
125,ema_z,800,2.25,0.0,200,4074.97,27632.0,-2822.0,5517,149,10965.0,-2822.0,19489.0
126,ema_z,500,2.0,0.0,150,4073.85,22096.0,-1431.0,9574,275,-1431.0,4949.0,18578.0
127,rolling_z,1000,2.5,0.0,150,3999.19,9217.0,1702.0,3532,98,5025.0,2490.0,1702.0
128,median_mad_z,1800,2.0,0.0,200,3963.88,15649.0,56.0,2183,65,1126.0,56.0,14467.0
129,ema_z,1200,3.25,0.0,150,3953.12,12253.0,891.0,565,15,7111.0,891.0,4251.0
130,rolling_z,1500,2.75,0.0,100,3847.25,21637.0,-1559.0,1500,44,18114.0,5082.0,-1559.0
131,rolling_z,500,2.25,0.0,150,3793.63,10557.0,1175.0,10310,291,2301.0,7081.0,1175.0
132,ema_z,1500,2.25,0.0,200,3760.79,28482.0,-3355.0,2356,68,-792.0,-3355.0,32629.0
133,ema_z,1500,3.0,0.0,200,3736.7,12940.0,504.0,1148,33,504.0,1181.0,11255.0
134,rolling_z,2000,2.75,0.0,200,3657.4,32110.0,-4367.0,1548,43,-4367.0,18994.0,17483.0
135,median_mad_z,1800,2.0,0.0,150,3639.38,12563.0,502.0,1683,50,942.0,502.0,11119.0
136,rolling_z,1500,2.25,0.0,50,3564.12,8198.0,1517.0,1189,37,4515.0,2166.0,1517.0
137,ema_z,2000,2.0,0.0,50,3557.77,14529.0,-73.0,738,24,-73.0,715.0,13887.0
138,ema_z,1200,3.25,0.0,100,3548.17,10632.0,891.0,415,12,7111.0,891.0,2630.0
139,ema_z,1800,2.5,0.0,150,3541.3,24636.0,-2615.0,1350,39,3296.0,-2615.0,23955.0
140,rolling_z,2000,2.25,0.5,150,3463.61,11905.0,498.0,5320,159,498.0,5832.0,5575.0
141,median_mad_z,2000,2.25,0.0,200,3397.4,8566.0,1258.0,1052,28,1258.0,1999.0,5309.0
142,ema_z,2000,2.25,0.0,100,3315.06,17760.0,-1123.0,972,29,1590.0,-1123.0,17293.0
143,ema_z,1200,2.25,0.0,200,3299.89,18150.0,-1232.0,2805,80,-1232.0,3501.0,15881.0
144,median_mad_z,1800,2.0,0.0,100,3255.38,9691.0,835.0,1183,36,867.0,835.0,7989.0
145,rolling_z,500,2.5,0.0,50,3251.61,7874.0,1289.0,2944,90,4152.0,2433.0,1289.0
146,ema_z,500,2.25,0.0,50,3241.31,11297.0,423.0,2972,91,423.0,5482.0,5392.0
147,ema_z,500,2.75,0.0,50,3194.56,8811.0,995.0,1596,49,3970.0,995.0,3846.0
148,ema_z,800,2.25,0.0,50,3187.78,13693.0,-232.0,1735,53,2897.0,-232.0,11028.0
149,ema_z,1500,3.0,0.0,150,3124.7,10138.0,592.0,898,27,1618.0,592.0,7928.0
150,rolling_z,650,2.5,0.0,150,3114.72,29247.0,-4187.0,5016,141,13232.0,-4187.0,20202.0
151,rolling_z,1200,2.5,0.0,200,3101.5,19826.0,-1847.0,4002,111,19087.0,-1847.0,2586.0
152,rolling_z,1500,2.0,0.0,50,3049.35,10809.0,350.0,1450,45,3180.0,350.0,7279.0
153,rolling_z,1200,3.0,0.0,200,3036.37,27445.0,-3821.0,1939,55,11670.0,19596.0,-3821.0
154,rolling_z,500,2.75,0.0,100,3027.43,13917.0,-445.0,3410,99,12863.0,-445.0,1499.0
155,ema_z,1800,2.0,0.0,50,3021.05,14591.0,-625.0,850,27,-625.0,1558.0,13658.0
156,rolling_z,1500,2.75,0.0,50,3017.75,11253.0,206.0,750,24,8563.0,2484.0,206.0
157,median_mad_z,2000,2.25,0.0,150,3014.95,7699.0,1092.0,900,24,1092.0,1418.0,5189.0
158,rolling_z,650,2.75,0.0,50,3003.31,13693.0,-417.0,1468,46,12363.0,-417.0,1747.0
159,rolling_z,1200,2.5,0.0,150,2971.7,18272.0,-1590.0,3150,89,13711.0,-1590.0,6151.0
160,ema_z,1200,3.0,0.0,150,2937.4,10458.0,325.0,1050,30,7700.0,325.0,2433.0
161,ema_z,1500,2.25,0.0,150,2855.14,20779.0,-2336.0,1806,52,-746.0,-2336.0,23861.0
162,rolling_z,2000,2.25,0.5,100,2823.56,8172.0,788.0,3720,111,788.0,3861.0,3523.0
163,ema_z,1000,3.0,0.0,150,2783.3,23628.0,-3121.0,1350,38,16771.0,9978.0,-3121.0
164,median_mad_z,1800,2.5,0.0,200,2743.29,9017.0,491.0,978,28,1527.0,491.0,6999.0
165,rolling_z,2000,2.5,0.0,50,2684.81,11804.0,-265.0,593,20,-265.0,4846.0,7223.0
166,ema_z,800,3.0,0.0,100,2658.33,6928.0,928.0,837,24,2525.0,3475.0,928.0
167,ema_z,1200,2.5,0.0,200,2638.76,21066.0,-2624.0,1868,52,5146.0,-2624.0,18544.0
168,ema_z,1200,3.25,0.0,50,2623.77,6933.0,891.0,241,8,4846.0,891.0,1196.0
169,median_mad_z,1500,3.25,0.0,200,2618.15,10479.0,0.0,800,24,2435.0,0.0,8044.0
170,rolling_z,1200,3.0,0.0,100,2611.02,20474.0,-2505.0,1239,35,14147.0,8832.0,-2505.0
171,ema_z,2000,3.25,0.0,200,2515.2,10064.0,0.0,400,12,9013.0,1051.0,0.0
172,median_mad_z,1800,2.5,0.0,150,2495.03,8551.0,359.0,862,25,1527.0,359.0,6665.0
173,rolling_z,1200,3.0,0.0,150,2490.07,23517.0,-3386.0,1589,45,12928.0,13975.0,-3386.0
174,ema_z,800,3.0,0.0,150,2479.89,7933.0,499.0,1181,34,499.0,5806.0,1628.0
175,rolling_z,500,2.75,0.0,150,2393.46,18610.0,-2250.0,4522,128,16940.0,-2250.0,3920.0
176,rolling_z,500,3.0,0.0,50,2368.53,9142.0,86.0,1484,46,7161.0,1895.0,86.0
177,rolling_z,2000,2.25,0.5,50,2331.77,4995.0,1087.0,1988,79,1087.0,2049.0,1859.0
178,ema_z,1500,2.25,0.0,100,2320.49,13564.0,-1068.0,1256,38,-548.0,-1068.0,15180.0
179,ema_z,1800,3.0,0.0,200,2182.67,13594.0,-1214.0,917,27,9435.0,-1214.0,5373.0
180,ema_z,1200,2.25,0.0,150,2119.77,13785.0,-1322.0,2240,64,-1322.0,4026.0,11081.0
181,ema_z,1800,2.5,0.0,100,2102.95,15575.0,-1789.0,900,27,1679.0,-1789.0,15685.0
182,rolling_z,2000,2.75,0.0,50,2079.28,11949.0,-907.0,487,15,-907.0,5938.0,6918.0
183,median_mad_z,2000,2.25,0.0,100,2053.05,5209.0,752.0,600,18,752.0,981.0,3476.0
184,ema_z,1500,3.0,0.0,100,2036.95,7953.0,50.0,648,19,2781.0,50.0,5122.0
185,ema_z,800,3.0,0.0,50,2033.03,6528.0,402.0,487,15,4576.0,1550.0,402.0
186,ema_z,2000,2.5,0.0,50,2028.85,10143.0,-506.0,450,15,1697.0,-506.0,8952.0
187,rolling_z,1200,3.0,0.0,50,2004.7,13341.0,-1329.0,773,24,10862.0,3808.0,-1329.0
188,median_mad_z,1800,2.0,0.0,50,1990.98,6109.0,465.0,633,25,465.0,796.0,4848.0
189,ema_z,2000,2.25,0.0,50,1987.21,10025.0,-518.0,522,17,654.0,-518.0,9889.0
190,ema_z,650,2.25,0.0,150,1981.43,7310.0,164.0,5034,141,164.0,660.0,6486.0
191,ema_z,1000,2.25,0.0,50,1895.95,5065.0,632.0,1150,36,1482.0,2951.0,632.0
192,median_mad_z,1500,3.25,0.0,150,1887.05,7553.0,0.0,600,17,1695.0,0.0,5858.0
193,median_mad_z,1800,2.5,0.5,150,1878.03,6147.0,343.0,862,24,912.0,343.0,4892.0
194,ema_z,1500,2.25,0.0,50,1859.84,8821.0,-344.0,706,23,-344.0,192.0,8973.0
195,ema_z,2000,3.25,0.0,150,1831.15,7327.0,0.0,300,8,6706.0,621.0,0.0
196,ema_z,1800,3.0,0.0,150,1825.82,11413.0,-1026.0,717,21,7066.0,-1026.0,5373.0
197,median_mad_z,1800,2.5,0.0,100,1804.3,6138.0,271.0,600,19,1348.0,271.0,4519.0
198,ema_z,1800,2.25,0.0,200,1797.76,23030.0,-3956.0,1872,53,-393.0,-3956.0,27379.0
199,median_mad_z,1800,2.5,0.5,100,1790.3,4630.0,634.0,600,18,706.0,634.0,3290.0
200,ema_z,1200,2.5,0.0,150,1789.41,15009.0,-1960.0,1418,42,3162.0,-1960.0,13807.0
201,rolling_z,1200,2.5,0.0,100,1700.05,11265.0,-1112.0,2100,62,8718.0,-1112.0,3659.0
202,median_mad_z,1800,2.5,0.5,200,1681.54,6174.0,140.0,978,28,912.0,140.0,5122.0
203,ema_z,800,2.5,0.0,150,1650.69,16395.0,-2442.0,3028,85,10643.0,-2442.0,8194.0
204,rolling_z,500,2.25,0.0,100,1505.89,7531.0,-362.0,7432,216,-362.0,7665.0,228.0
205,rolling_z,500,2.75,0.0,50,1413.41,6865.0,-299.0,1922,59,7283.0,-299.0,-119.0
206,ema_z,1800,2.25,0.0,150,1378.41,17669.0,-3036.0,1422,41,-370.0,-3036.0,21075.0
207,ema_z,1200,2.25,0.0,100,1355.82,10208.0,-1193.0,1590,47,-1193.0,2970.0,8431.0
208,median_mad_z,1800,2.25,0.0,200,1354.85,7165.0,-434.0,1200,35,-434.0,-136.0,7735.0
209,ema_z,500,2.5,0.0,50,1351.53,9984.0,-1140.0,2234,69,-1140.0,5176.0,5948.0
210,median_mad_z,1500,3.0,0.0,200,1324.3,8774.0,-866.0,1600,45,-866.0,2347.0,7293.0
211,ema_z,1800,3.0,0.0,100,1320.75,8419.0,-783.0,500,15,4594.0,-783.0,4608.0
212,ema_z,500,2.25,0.0,100,1275.86,16697.0,-2888.0,5194,151,-2888.0,8349.0,11236.0
213,ema_z,2000,3.25,0.0,100,1210.35,4843.0,0.0,200,6,4467.0,376.0,0.0
214,rolling_z,650,2.5,0.0,200,1209.77,35382.0,-7623.0,6366,177,18306.0,-7623.0,24699.0
215,median_mad_z,1500,3.25,0.0,100,1189.45,4761.0,0.0,400,12,1078.0,0.0,3683.0
216,rolling_z,800,2.5,0.0,200,1169.81,12993.0,-2068.0,5222,145,-2068.0,767.0,14294.0
217,median_mad_z,1800,2.25,0.0,150,1164.2,5528.0,-216.0,900,27,-216.0,61.0,5683.0
218,ema_z,500,2.25,0.0,200,1126.98,30357.0,-6444.0,9136,256,-6444.0,12344.0,24457.0
219,median_mad_z,2000,2.25,0.0,50,1103.15,2751.0,416.0,300,12,416.0,534.0,1801.0
220,ema_z,1200,2.5,0.0,100,1073.56,9586.0,-1321.0,968,29,1655.0,-1321.0,9252.0
221,ema_z,1800,2.25,0.0,100,1060.56,12246.0,-1999.0,972,29,-295.0,-1999.0,14540.0
222,ema_z,1800,2.75,0.0,200,1035.17,14193.0,-2511.0,1040,29,7609.0,-2511.0,9095.0
223,median_mad_z,1800,2.5,0.0,50,1013.65,3281.0,194.0,300,12,756.0,194.0,2331.0
224,ema_z,1200,3.0,0.0,100,1012.1,5694.0,-410.0,700,21,4548.0,-410.0,1556.0
225,median_mad_z,1800,2.25,0.0,100,1011.3,3946.0,26.0,600,19,26.0,121.0,3799.0
226,median_mad_z,1800,2.5,0.5,50,993.65,2449.0,382.0,300,12,460.0,382.0,1607.0
227,ema_z,1000,3.25,0.0,100,957.95,7603.0,-942.0,400,11,7111.0,-942.0,1434.0
228,rolling_z,2000,2.0,0.5,200,946.93,6261.0,-601.0,8658,255,-601.0,3309.0,3553.0
229,ema_z,1800,2.5,0.0,50,915.35,7385.0,-930.0,450,15,628.0,-930.0,7687.0
230,ema_z,500,2.0,0.0,100,888.49,10816.0,-1802.0,6756,198,-1802.0,1710.0,10908.0
231,median_mad_z,1500,3.0,0.0,150,885.35,6439.0,-722.0,1200,34,-722.0,1785.0,5376.0
232,median_mad_z,1000,3.0,0.5,200,884.86,7376.0,-955.0,2068,62,5750.0,2581.0,-955.0
233,ema_z,1800,2.25,0.0,50,867.21,7353.0,-970.0,522,17,-207.0,-970.0,8530.0
234,median_mad_z,1200,3.25,0.0,200,850.65,3409.0,0.0,800,24,0.0,103.0,3306.0
235,ema_z,1000,3.25,0.0,150,845.85,7155.0,-942.0,450,12,7111.0,-942.0,986.0
236,rolling_z,1200,2.75,0.0,200,836.2,33636.0,-7566.0,3400,94,36199.0,5003.0,-7566.0
237,rolling_z,650,2.75,0.0,100,806.01,17043.0,-3450.0,2370,70,18838.0,-3450.0,1655.0
238,median_mad_z,1000,3.25,0.5,200,760.65,5911.0,-714.0,1550,46,4490.0,2135.0,-714.0
239,median_mad_z,1000,3.25,0.5,150,753.5,5324.0,-575.0,1250,36,3764.0,2135.0,-575.0
240,rolling_z,500,2.75,0.0,200,749.05,17799.0,-3690.0,5352,149,17976.0,-3690.0,3513.0
241,ema_z,1000,3.25,0.0,200,749.0,6768.0,-942.0,500,14,7111.0,-942.0,599.0
242,ema_z,1500,3.0,0.0,50,746.05,4379.0,-348.0,350,12,2222.0,-348.0,2505.0
243,ema_z,1000,2.5,0.0,50,745.36,5967.0,-745.0,694,22,-745.0,1422.0,5290.0
244,median_mad_z,2000,2.5,0.0,200,735.45,2945.0,0.0,400,11,0.0,2945.0,0.0
245,ema_z,1800,3.25,0.0,200,721.03,2888.0,0.0,486,14,784.0,2104.0,0.0
246,median_mad_z,1800,3.0,0.0,200,715.7,2866.0,0.0,400,12,0.0,2866.0,0.0
247,ema_z,1800,2.75,0.0,150,708.67,10345.0,-1876.0,790,23,5285.0,-1876.0,6936.0
248,median_mad_z,2000,2.0,0.0,200,706.3,6156.0,-830.0,1350,39,-830.0,1211.0,5775.0
249,ema_z,1000,3.25,0.0,50,703.5,5272.0,-614.0,250,9,4846.0,-614.0,1040.0
250,median_mad_z,1200,3.25,0.0,150,669.55,2683.0,0.0,600,18,0.0,239.0,2444.0
251,ema_z,2000,3.25,0.5,200,632.65,2537.0,0.0,800,24,1540.0,997.0,0.0
252,median_mad_z,1800,3.0,0.5,200,627.95,2515.0,0.0,400,12,0.0,2515.0,0.0
253,ema_z,2000,3.25,0.0,50,622.55,2491.0,0.0,100,4,2231.0,260.0,0.0
254,median_mad_z,800,2.75,0.0,100,611.27,1952.0,127.0,1864,56,1173.0,127.0,652.0
255,ema_z,1800,3.25,0.0,50,609.13,2438.0,0.0,186,6,2070.0,368.0,0.0
256,rolling_z,1000,2.5,0.0,100,603.54,4610.0,-544.0,2482,73,2251.0,2903.0,-544.0
257,ema_z,800,3.0,0.0,200,593.64,7886.0,-1375.0,1431,41,-1375.0,8188.0,1073.0
258,ema_z,1800,3.0,0.0,50,584.0,4010.0,-418.0,250,9,2123.0,-418.0,2305.0
259,ema_z,1800,3.0,0.5,100,582.35,1212.0,282.0,1324,39,282.0,340.0,590.0
260,ema_z,1200,2.5,0.0,50,579.96,5220.0,-724.0,518,17,628.0,-724.0,5316.0
261,median_mad_z,1500,3.25,0.0,50,559.35,2239.0,0.0,200,8,528.0,0.0,1711.0
262,median_mad_z,2000,2.5,0.0,150,556.9,2230.0,0.0,300,9,0.0,2230.0,0.0
263,median_mad_z,1200,3.0,0.0,200,556.1,5558.0,-831.0,1200,36,3703.0,-831.0,2686.0
264,ema_z,1200,2.75,0.0,200,554.8,11355.0,-2281.0,1476,43,7879.0,-2281.0,5757.0
265,median_mad_z,1800,3.0,0.0,150,551.4,2208.0,0.0,300,10,0.0,2208.0,0.0
266,median_mad_z,1800,3.0,0.5,150,547.4,2192.0,0.0,300,9,0.0,2192.0,0.0
267,ema_z,500,2.25,0.0,150,532.88,22169.0,-4995.0,7186,208,-4995.0,10219.0,16945.0
268,median_mad_z,2000,2.0,0.0,150,520.4,5022.0,-733.0,1050,30,-733.0,1037.0,4718.0
269,median_mad_z,800,2.75,0.0,50,517.6,1482.0,149.0,950,38,1049.0,149.0,284.0
270,median_mad_z,1800,2.25,0.0,50,516.4,1992.0,19.0,300,12,19.0,24.0,1949.0
271,ema_z,1500,2.5,0.0,50,499.02,5720.0,-930.0,488,16,312.0,-930.0,6338.0
272,median_mad_z,1200,3.25,0.0,100,496.2,1988.0,0.0,400,13,0.0,333.0,1655.0
273,ema_z,1200,2.75,0.0,50,495.15,4440.0,-614.0,426,14,1275.0,-614.0,3779.0
274,rolling_z,1200,2.5,0.0,50,489.15,4621.0,-664.0,1050,33,3958.0,-664.0,1327.0
275,ema_z,1200,2.75,0.0,100,486.45,6580.0,-1157.0,776,23,3246.0,-1157.0,4491.0
276,ema_z,1800,2.75,0.0,100,481.67,6731.0,-1200.0,540,16,3024.0,-1200.0,4907.0
277,median_mad_z,1200,3.25,0.5,100,480.2,2196.0,-68.0,400,12,0.0,2264.0,-68.0
278,median_mad_z,1000,3.0,0.5,150,478.61,5499.0,-893.0,1568,46,4559.0,1833.0,-893.0
279,ema_z,1800,3.25,0.0,100,468.93,1878.0,0.0,286,9,968.0,910.0,0.0
280,ema_z,2000,2.75,0.0,200,465.15,7567.0,-1425.0,800,24,8992.0,-1425.0,0.0
281,median_mad_z,1800,3.0,0.5,100,461.85,1849.0,0.0,200,6,0.0,1849.0,0.0
282,ema_z,1200,2.75,0.0,150,460.25,8942.0,-1773.0,1126,32,5489.0,-1773.0,5226.0
283,ema_z,2000,2.5,0.5,50,456.75,1951.0,-29.0,1000,39,-29.0,410.0,1570.0
284,ema_z,2000,2.5,0.5,100,454.83,3799.0,-491.0,1958,59,-491.0,1033.0,3257.0
285,median_mad_z,1200,3.25,0.5,200,451.65,1813.0,0.0,800,24,0.0,1765.0,48.0
286,ema_z,1800,3.0,0.5,50,450.35,803.0,251.0,700,28,279.0,273.0,251.0
287,ema_z,1200,2.25,0.0,50,444.02,6263.0,-1120.0,866,27,-1120.0,1594.0,5789.0
288,median_mad_z,2000,2.5,0.5,200,436.45,1749.0,0.0,400,12,0.0,1749.0,0.0
289,median_mad_z,1800,3.25,0.5,100,435.72,1744.0,0.0,142,4,0.0,1744.0,0.0
290,median_mad_z,1800,3.25,0.5,150,435.72,1744.0,0.0,142,4,0.0,1744.0,0.0
291,median_mad_z,1800,3.25,0.5,200,435.72,1744.0,0.0,142,4,0.0,1744.0,0.0
292,rolling_z,1500,3.0,0.0,50,432.05,7441.0,-1427.0,598,20,8464.0,404.0,-1427.0
293,median_mad_z,1000,3.25,0.5,100,430.26,3720.0,-498.0,868,26,2858.0,1360.0,-498.0
294,median_mad_z,1500,3.25,0.5,200,426.4,4952.0,-810.0,800,23,-810.0,0.0,5762.0
295,median_mad_z,1800,2.75,0.0,200,419.45,1681.0,0.0,400,12,0.0,1681.0,0.0
296,median_mad_z,1200,3.25,0.5,150,417.3,2070.0,-99.0,600,18,0.0,2169.0,-99.0
297,ema_z,2000,3.25,0.5,150,397.3,1594.0,0.0,600,18,1139.0,455.0,0.0
298,rolling_z,2000,2.0,0.5,150,383.53,3719.0,-533.0,6608,197,-533.0,2494.0,1758.0
299,median_mad_z,1500,3.0,0.0,100,375.65,4081.0,-643.0,800,24,-643.0,1242.0,3482.0
300,ema_z,1500,2.75,0.0,200,373.95,11551.0,-2511.0,1400,40,7993.0,-2511.0,6069.0
301,median_mad_z,1800,3.25,0.0,100,372.97,1493.0,0.0,142,4,0.0,1493.0,0.0
302,median_mad_z,1800,3.25,0.0,150,372.97,1493.0,0.0,142,4,0.0,1493.0,0.0
303,median_mad_z,1800,3.25,0.0,200,372.97,1493.0,0.0,142,4,0.0,1493.0,0.0
304,median_mad_z,2000,2.5,0.0,100,372.85,1493.0,0.0,200,6,0.0,1493.0,0.0
305,ema_z,2000,3.0,0.0,50,372.1,2250.0,-190.0,200,7,2440.0,-190.0,0.0
306,median_mad_z,1800,3.0,0.0,100,371.1,1486.0,0.0,200,6,0.0,1486.0,0.0
307,median_mad_z,1000,3.25,0.0,200,362.98,8023.0,-1640.0,1387,42,7524.0,2139.0,-1640.0
308,ema_z,1200,3.0,0.0,50,347.55,2593.0,-300.0,350,12,2241.0,-300.0,652.0
309,median_mad_z,1800,2.75,0.5,200,331.7,1330.0,0.0,400,12,0.0,1330.0,0.0
310,median_mad_z,1800,2.75,0.0,150,320.4,1284.0,0.0,300,9,0.0,1284.0,0.0
311,median_mad_z,2000,2.5,0.5,150,318.4,1276.0,0.0,300,10,0.0,1276.0,0.0
312,median_mad_z,1800,2.75,0.5,150,316.4,1268.0,0.0,300,8,0.0,1268.0,0.0
313,ema_z,2000,2.75,0.5,50,314.14,1262.0,0.0,678,26,442.0,820.0,0.0
314,median_mad_z,1800,2.0,0.5,200,311.39,7449.0,-1546.0,2430,72,-1546.0,-158.0,9153.0
315,median_mad_z,1800,3.25,0.5,50,309.3,1238.0,0.0,100,4,0.0,1238.0,0.0
316,median_mad_z,1800,2.75,0.5,100,307.85,1233.0,0.0,200,6,0.0,1233.0,0.0
317,rolling_z,800,2.5,0.0,150,302.41,12403.0,-2790.0,4172,119,-2790.0,2390.0,12803.0
318,median_mad_z,2000,2.0,0.0,100,300.0,3506.0,-575.0,750,23,-575.0,990.0,3091.0
319,ema_z,1000,3.0,0.0,100,299.2,10920.0,-2429.0,900,27,6792.0,6557.0,-2429.0
320,median_mad_z,1000,3.25,0.5,50,294.31,2281.0,-275.0,468,18,1909.0,647.0,-275.0
321,median_mad_z,1200,3.25,0.5,50,280.35,1123.0,0.0,200,8,0.0,1121.0,2.0
322,rolling_z,800,2.5,0.0,100,276.76,13196.0,-3016.0,3122,91,-3016.0,4071.0,12141.0
323,median_mad_z,1200,3.25,0.0,50,269.1,1078.0,0.0,200,8,0.0,188.0,890.0
324,ema_z,2000,2.75,0.0,150,266.55,5391.0,-1080.0,600,17,6471.0,-1080.0,0.0
325,median_mad_z,1000,3.0,0.5,100,263.61,3863.0,-700.0,1068,32,3267.0,1296.0,-700.0
326,median_mad_z,1800,3.25,0.0,50,262.3,1050.0,0.0,100,4,0.0,1050.0,0.0
327,ema_z,2000,3.0,0.0,100,260.3,2716.0,-418.0,352,10,3134.0,-418.0,0.0
328,median_mad_z,1200,2.5,0.0,100,250.05,2973.0,-491.0,1100,34,2857.0,-491.0,607.0
329,ema_z,1800,3.25,0.0,150,243.23,1380.0,-101.0,386,11,-101.0,1481.0,0.0
330,ema_z,2000,3.25,0.5,100,239.95,963.0,0.0,400,12,711.0,252.0,0.0
331,ema_z,1800,2.75,0.0,50,238.92,3414.0,-614.0,290,10,1131.0,-614.0,2897.0
332,median_mad_z,1800,3.0,0.5,50,236.8,948.0,0.0,100,4,0.0,948.0,0.0
333,ema_z,500,2.0,0.0,50,235.0,3249.0,-570.0,3626,109,-570.0,85.0,3734.0
334,rolling_z,1800,2.25,0.5,50,233.3,2154.0,-301.0,2100,84,-301.0,1423.0,1032.0
335,median_mad_z,2000,2.5,0.5,100,229.6,920.0,0.0,200,6,0.0,920.0,0.0
336,median_mad_z,1200,3.0,0.0,100,223.55,1815.0,-229.0,600,19,744.0,-229.0,1300.0
337,median_mad_z,1200,3.0,0.0,150,217.2,3036.0,-540.0,900,26,1549.0,-540.0,2027.0
338,median_mad_z,1800,2.75,0.0,100,217.1,870.0,0.0,200,6,0.0,870.0,0.0
339,median_mad_z,800,2.75,0.0,150,213.07,1034.0,-40.0,2714,80,-40.0,724.0,350.0
340,median_mad_z,2000,2.5,0.0,50,198.3,794.0,0.0,100,4,0.0,794.0,0.0
341,median_mad_z,2000,2.0,0.0,50,197.2,1968.0,-294.0,400,16,-294.0,771.0,1491.0
342,median_mad_z,2000,2.75,0.5,50,195.38,782.0,0.0,60,2,0.0,782.0,0.0
343,median_mad_z,2000,2.75,0.5,100,195.38,782.0,0.0,60,2,0.0,782.0,0.0
344,median_mad_z,2000,2.75,0.5,150,195.38,782.0,0.0,60,2,0.0,782.0,0.0
345,median_mad_z,2000,2.75,0.5,200,195.38,782.0,0.0,60,2,0.0,782.0,0.0
346,median_mad_z,2000,2.5,0.5,50,193.55,775.0,0.0,100,4,0.0,775.0,0.0
347,median_mad_z,1800,3.0,0.0,50,189.8,760.0,0.0,100,4,0.0,760.0,0.0
348,median_mad_z,1000,3.25,0.0,150,186.23,5518.0,-1191.0,1137,34,4570.0,2139.0,-1191.0
349,median_mad_z,1800,2.0,0.5,150,184.64,5962.0,-1302.0,1930,57,-1302.0,475.0,6789.0
350,median_mad_z,1200,3.0,0.0,50,174.4,892.0,-48.0,300,12,259.0,-48.0,681.0
351,median_mad_z,2000,2.75,0.0,50,173.63,695.0,0.0,60,2,0.0,695.0,0.0
352,median_mad_z,2000,2.75,0.0,100,173.63,695.0,0.0,60,2,0.0,695.0,0.0
353,median_mad_z,2000,2.75,0.0,150,173.63,695.0,0.0,60,2,0.0,695.0,0.0
354,median_mad_z,2000,2.75,0.0,200,173.63,695.0,0.0,60,2,0.0,695.0,0.0
355,median_mad_z,1800,2.75,0.5,50,166.8,668.0,0.0,100,4,0.0,668.0,0.0
356,median_mad_z,1000,3.25,0.0,50,140.34,1673.0,-277.0,455,18,1168.0,782.0,-277.0
357,ema_z,2000,3.25,0.5,50,138.85,557.0,0.0,200,8,349.0,208.0,0.0
358,rolling_z,2000,2.0,0.5,100,134.73,1663.0,-272.0,4508,137,-272.0,1462.0,473.0
359,median_mad_z,1800,2.0,0.5,50,130.34,2620.0,-523.0,832,32,-523.0,774.0,2369.0
360,ema_z,2000,2.75,0.0,100,125.2,3360.0,-714.0,400,12,4074.0,-714.0,0.0
361,ema_z,1800,3.25,0.5,50,123.98,499.0,0.0,386,15,269.0,230.0,0.0
362,median_mad_z,1800,2.75,0.0,50,119.8,480.0,0.0,100,4,0.0,480.0,0.0
363,ema_z,1500,2.75,0.0,150,107.4,7942.0,-1876.0,1050,30,5684.0,-1876.0,4134.0
364,ema_z,1800,3.0,0.5,150,105.23,623.0,-47.0,1758,51,-3.0,-47.0,673.0
365,median_mad_z,1800,2.0,0.5,100,97.64,4430.0,-1007.0,1430,42,-1007.0,1008.0,4429.0
366,rolling_z,1200,3.25,0.0,50,96.47,3936.0,-887.0,265,9,1009.0,3814.0,-887.0
367,median_mad_z,1500,3.25,0.5,150,92.05,3445.0,-768.0,600,16,-768.0,0.0,4213.0
368,ema_z,2000,2.75,0.5,100,79.64,896.0,-142.0,1178,36,-142.0,1038.0,0.0
369,ema_z,800,2.75,0.0,50,70.75,7125.0,-1709.0,750,24,7885.0,949.0,-1709.0
370,rolling_z,2000,2.0,0.5,50,59.55,605.0,-87.0,2350,93,-70.0,762.0,-87.0
371,ema_z,800,2.75,0.0,100,45.81,12554.0,-3090.0,1344,40,13590.0,2054.0,-3090.0
