rank,name,family,lookback,entry,exit,direction,target,total_pnl,day0,day1,day2,max_abs_pos,turnover,fills,time_at_limit_pct
1,ema_diff_trend,ema_diff,50,5.0,0.0,1,200,3613233.0,1312823.0,1226216.0,1074194.0,200,128689,7053,71.33
2,momentum_trend,momentum,50,4.0,0.0,1,200,3549898.0,1286566.0,1177063.0,1086269.0,200,138611,7677,62.51
3,mid_z_trend,mid_z,50,1.5,0.0,1,200,3527661.0,1252121.0,1212427.0,1063113.0,200,135901,7474,68.25
4,ema_diff_trend,ema_diff,100,3.0,0.0,1,200,3442261.0,1279955.0,1173554.0,988752.0,200,145635,7978,78.89
5,mid_z_trend,mid_z,100,0.75,0.0,1,200,3403828.0,1329429.0,1177276.0,897123.0,200,126764,6977,81.62
6,mid_z_trend,mid_z,50,1.25,0.0,1,200,3317161.0,1193162.0,1162107.0,961892.0,200,158261,8698,71.43
7,ema_diff_trend,ema_diff,100,2.0,0.0,1,200,3150195.0,1201535.0,1069862.0,878798.0,200,176711,9698,77.92
8,mid_z_trend,mid_z,100,1.0,0.25,1,200,3150107.0,1121642.0,1062647.0,965818.0,200,179045,10030,60.6
9,mid_z_trend,mid_z,50,1.0,0.0,1,200,3126160.0,1118388.0,1094495.0,913277.0,200,179217,9837,72.86
10,ema_diff_trend,ema_diff,50,3.0,0.0,1,200,3047514.0,1126073.0,1064138.0,857303.0,200,188573,10381,71.48
11,momentum_trend,momentum,50,2.0,0.0,1,200,3031428.0,1095029.0,1055467.0,880932.0,200,191535,10607,70.92
12,mid_z_trend,mid_z,50,0.75,0.0,1,200,2943029.0,1051603.0,1020982.0,870444.0,200,201637,11103,73.91
13,mid_z_trend,mid_z,100,0.75,0.25,1,200,2882827.0,1036629.0,981470.0,864728.0,200,207347,11591,65.17
14,mid_z_trend,mid_z,100,1.0,0.5,1,200,2753880.0,952375.0,934024.0,867481.0,200,220387,12445,54.69
15,ema_diff_trend,ema_diff,100,1.0,0.0,1,200,2735343.0,1080742.0,936386.0,718215.0,200,220111,12104,77.6
16,ema_diff_trend,ema_diff,50,2.0,0.0,1,200,2714685.0,995794.0,952176.0,766715.0,200,226489,12488,71.69
17,mid_z_trend,mid_z,50,2.0,0.0,1,150,2634642.0,892511.0,908788.0,833343.0,150,74325,4081,64.27
18,mid_z_trend,mid_z,100,1.25,0.25,1,200,2512081.0,1177417.0,1148333.0,186331.0,200,157144,8835,56.26
19,ema_diff_trend,ema_diff,100,5.0,0.0,1,200,2400520.0,1357632.0,1268553.0,-225665.0,200,106270,5855,78.44
20,mid_z_trend,mid_z,100,0.75,0.0,1,150,2383601.0,898508.0,781380.0,703713.0,150,101051,5578,84.83
21,ema_diff_trend,ema_diff,50,5.0,0.0,1,150,2366001.0,881164.0,813269.0,671568.0,150,104551,5746,76.24
22,mid_z_trend,mid_z,100,0.75,0.5,1,200,2306090.0,818437.0,793854.0,693799.0,200,267747,15062,59.26
23,mid_z_trend,mid_z,50,1.5,0.0,1,150,2303205.0,831373.0,803479.0,668353.0,150,110313,6098,75.22
24,mid_z_trend,mid_z,50,2.0,0.0,1,200,2290203.0,1331032.0,362980.0,596191.0,200,88171,4835,56.63
25,momentum_trend,momentum,50,4.0,0.0,1,150,2289362.0,848627.0,759940.0,680795.0,150,113603,6323,66.15
26,ema_diff_trend,ema_diff,20,5.0,0.0,1,200,2277760.0,1254842.0,230647.0,792271.0,200,135585,7444,52.12
27,ema_diff_trend,ema_diff,20,5.0,0.0,1,150,2270692.0,821604.0,786189.0,662899.0,150,115457,6344,59.17
28,mid_z_trend,mid_z,100,2.0,0.25,1,200,2239450.0,1287264.0,1324691.0,-372505.0,200,105042,5936,38.91
29,ema_diff_trend,ema_diff,100,3.0,0.0,1,150,2232995.0,858543.0,771624.0,602828.0,150,118205,6515,82.43
30,mid_z_trend,mid_z,100,1.25,0.5,1,200,2219751.0,1040293.0,1059185.0,120273.0,200,187306,10601,50.14
31,ema_diff_trend,ema_diff,20,3.0,0.0,1,200,2212230.0,907816.0,529236.0,775178.0,200,239835,13167,55.79
32,ema_diff_trend,ema_diff,10,5.0,0.0,1,200,2208741.0,1336022.0,-345307.0,1218026.0,200,102816,5625,34.34
33,momentum_trend,momentum,50,6.0,0.0,1,200,2208151.0,1321953.0,1285153.0,-398955.0,200,107628,5982,51.54
34,mid_z_trend,mid_z,100,1.0,0.0,1,200,2190894.0,1368683.0,1246931.0,-424720.0,200,107948,5941,81.66
35,ema_diff_trend,ema_diff,100,5.0,0.0,1,150,2133846.0,929467.0,854468.0,349911.0,150,85318,4722,81.84
36,mid_z_trend,mid_z,50,1.25,0.0,1,150,2132080.0,780256.0,756573.0,595251.0,150,127811,7064,77.57
37,mid_z_trend,mid_z,100,2.0,0.5,1,200,2129809.0,1248996.0,1286565.0,-405752.0,200,116342,6612,33.44
38,ema_diff_trend,ema_diff,50,1.0,0.0,1,200,2110499.0,803635.0,725036.0,581828.0,200,289157,15942,70.46
39,mid_z_trend,mid_z,50,1.25,0.25,1,200,2041981.0,878216.0,478411.0,685354.0,200,249599,13915,50.5
40,mid_z_trend,mid_z,20,2.0,0.0,1,150,2039388.0,751502.0,750288.0,537598.0,150,123064,6752,43.07
41,mid_z_trend,mid_z,20,1.5,0.0,1,200,2009383.0,947817.0,224399.0,837167.0,200,220360,12079,46.43
42,mid_z_trend,mid_z,50,1.0,0.0,1,150,1993390.0,730602.0,703764.0,559024.0,150,143687,7935,78.01
43,ema_diff_trend,ema_diff,100,2.0,0.0,1,150,1977348.0,786350.0,678536.0,512462.0,150,145081,8021,81.68
44,mid_z_trend,mid_z,100,1.0,0.25,1,150,1975679.0,718248.0,662129.0,595302.0,150,146645,8232,63.53
45,mid_z_trend,mid_z,20,1.25,0.0,1,200,1972304.0,798870.0,461018.0,712416.0,200,264091,14493,51.21
46,mid_z_trend,mid_z,100,1.5,0.25,1,200,1906763.0,1202621.0,1212940.0,-508798.0,200,139678,7870,51.09
47,mid_z_trend,mid_z,50,0.75,0.25,1,200,1900961.0,671855.0,651132.0,577974.0,200,307515,17106,58.93
48,ema_diff_trend,ema_diff,50,3.0,0.0,1,150,1893385.0,717147.0,673054.0,503184.0,150,154721,8549,76.36
49,momentum_trend,momentum,50,2.0,0.0,1,150,1870201.0,687582.0,672764.0,509855.0,150,157847,8792,74.58
50,mid_z_trend,mid_z,100,1.25,0.0,1,200,1857098.0,1386344.0,1324978.0,-854224.0,200,94168,5186,81.33
51,mid_z_trend,mid_z,50,0.75,0.0,1,150,1846559.0,667065.0,654226.0,525268.0,150,161917,8956,78.76
52,mid_z_trend,mid_z,100,1.0,0.0,1,150,1835893.0,936457.0,819337.0,80099.0,150,86036,4754,84.95
53,mid_z_trend,mid_z,50,1.0,0.25,1,200,1821817.0,778255.0,391948.0,651614.0,200,276954,15413,55.05
54,mid_z_trend,mid_z,100,1.25,0.25,1,150,1813899.0,771211.0,740260.0,302428.0,150,127354,7167,59.16
55,mid_z_trend,mid_z,50,2.0,0.25,1,200,1810066.0,1100933.0,364598.0,344535.0,200,161148,9021,30.28
56,ema_diff_trend,ema_diff,10,5.0,0.0,1,150,1777166.0,880597.0,121363.0,775206.0,150,91013,5021,42.49
57,mid_z_trend,mid_z,100,0.75,0.25,1,150,1745321.0,640355.0,606023.0,498943.0,150,171747,9637,68.21
58,mid_z_trend,mid_z,100,1.5,0.5,1,200,1677321.0,1099170.0,1139955.0,-561804.0,200,162660,9246,44.93
59,mid_z_trend,mid_z,100,1.0,0.5,1,150,1633066.0,569161.0,561681.0,502224.0,150,182315,10295,57.38
60,ema_diff_trend,ema_diff,50,8.0,0.0,1,150,1613013.0,981022.0,155765.0,476226.0,150,58991,3254,69.36
61,ema_diff_trend,ema_diff,50,2.0,0.0,1,150,1611714.0,597631.0,578062.0,436021.0,150,187185,10369,76.2
62,ema_diff_trend,ema_diff,100,1.0,0.0,1,150,1595304.0,668157.0,552370.0,374777.0,150,185061,10244,81.23
63,momentum_revert,momentum,50,12.0,0.0,-1,200,1581467.0,-67721.0,123095.0,1526093.0,200,33123,1871,16.7
64,mid_z_trend,mid_z,100,1.25,0.5,1,150,1566513.0,654504.0,670236.0,241773.0,150,152356,8614,52.82
65,mid_z_revert,mid_z,500,1.25,0.0,-1,200,1547823.0,-1678491.0,1633178.0,1593136.0,200,33601,1868,90.43
66,mid_z_trend,mid_z,100,1.25,0.0,1,150,1546145.0,957457.0,891450.0,-302762.0,150,73600,4072,85.23
67,mid_z_revert,mid_z,500,1.0,0.0,-1,200,1489066.0,-1702820.0,1626042.0,1565844.0,200,37873,2105,91.21
68,ema_diff_trend,ema_diff,50,8.0,0.0,1,100,1472985.0,535919.0,511211.0,425855.0,100,43403,2459,76.17
69,ema_diff_trend,ema_diff,20,2.0,0.0,1,200,1468539.0,633885.0,269292.0,565362.0,200,317073,17433,56.05
70,mid_z_trend,mid_z,100,2.0,0.25,1,150,1455985.0,867163.0,889915.0,-301093.0,150,84378,4760,42.54
71,mid_z_trend,mid_z,20,2.0,0.0,1,200,1439717.0,1177262.0,281955.0,-19500.0,200,138418,7558,33.81
72,momentum_trend,momentum,20,4.0,0.0,1,200,1431520.0,1104995.0,-165625.0,492150.0,200,193881,10759,40.54
73,momentum_trend,momentum,50,6.0,0.0,1,150,1426310.0,895814.0,858372.0,-327876.0,150,87540,4885,55.27
74,mid_z_revert,mid_z,200,2.0,0.0,-1,200,1420003.0,-1714378.0,1588450.0,1545931.0,200,36359,2019,82.03
75,mid_z_revert,mid_z,500,0.75,0.0,-1,200,1404315.0,-1735183.0,1595950.0,1543548.0,200,44535,2475,91.13
76,ema_diff_revert,ema_diff,500,8.0,0.0,-1,200,1369031.0,-1740775.0,1578256.0,1531550.0,200,45957,2554,87.81
77,mid_z_trend,mid_z,100,2.0,0.5,1,150,1368680.0,839741.0,861094.0,-332155.0,150,93030,5276,36.53
78,mid_z_trend,mid_z,500,2.0,0.0,1,200,1364974.0,1516568.0,1565682.0,-1717276.0,200,17485,962,87.15
79,momentum_trend,momentum,20,6.0,0.0,1,200,1360574.0,1312841.0,-231397.0,279130.0,200,114055,6360,25.23
80,ema_diff_trend,ema_diff,10,3.0,0.0,1,200,1359891.0,890929.0,484252.0,-15290.0,200,250694,13726,40.84
81,mid_z_trend,mid_z,50,2.0,0.0,1,100,1329896.0,471563.0,465207.0,393126.0,100,56901,3207,72.62
82,mid_z_trend,mid_z,100,1.0,0.0,1,100,1294669.0,505916.0,416128.0,372625.0,100,61251,3476,88.34
83,ema_diff_trend,ema_diff,10,8.0,0.0,1,200,1291446.0,1616105.0,-348057.0,23398.0,200,16049,868,12.0
84,ema_diff_trend,ema_diff,100,5.0,0.0,1,100,1286824.0,503928.0,445725.0,337171.0,100,61791,3524,85.57
85,mid_z_revert,mid_z,200,1.5,0.0,-1,200,1269007.0,-1771299.0,1544420.0,1495886.0,200,47939,2675,85.97
86,mid_z_trend,mid_z,20,1.0,0.0,1,200,1238998.0,638346.0,341603.0,259049.0,200,305656,16802,54.17
87,mid_z_trend,mid_z,50,1.5,0.25,1,200,1213381.0,941086.0,184722.0,87573.0,200,222461,12414,45.12
88,mid_z_trend,mid_z,100,0.75,0.5,1,150,1210817.0,441526.0,432323.0,336968.0,150,226789,12774,62.03
89,momentum_trend,momentum,100,6.0,0.0,1,200,1210440.0,1393180.0,1349584.0,-1532324.0,200,81102,4486,65.09
90,ema_diff_revert,ema_diff,200,8.0,0.0,-1,200,1196171.0,-1795761.0,1509160.0,1482772.0,200,59397,3297,83.61
91,ema_diff_revert,ema_diff,500,5.0,0.0,-1,200,1192755.0,-1804218.0,1513749.0,1483224.0,200,63683,3550,87.67
92,mid_z_trend,mid_z,100,0.75,0.0,1,100,1188891.0,475530.0,398340.0,315021.0,100,72601,4117,88.23
93,ema_diff_trend,ema_diff,10,5.0,0.0,1,100,1186006.0,431661.0,415123.0,339222.0,100,75611,4234,52.03
94,mid_z_revert,mid_z,200,1.25,0.0,-1,200,1185693.0,-1803485.0,1517893.0,1471285.0,200,57099,3174,85.9
95,mid_z_trend,mid_z,100,1.5,0.25,1,150,1185283.0,797020.0,794121.0,-405858.0,150,112558,6342,53.84
96,ema_diff_trend,ema_diff,50,5.0,0.0,1,100,1158835.0,456378.0,414999.0,287458.0,100,76827,4339,81.03
97,mid_z_trend,mid_z,20,0.75,0.0,1,200,1157406.0,491347.0,185107.0,480952.0,200,351781,19320,55.75
98,mid_z_trend,mid_z,50,1.5,0.0,1,100,1117273.0,422059.0,400622.0,294592.0,100,80545,4566,81.87
99,mid_z_revert,mid_z,200,1.0,0.0,-1,200,1113256.0,-1827770.0,1495488.0,1445538.0,200,66311,3692,86.59
100,momentum_trend,momentum,50,4.0,0.0,1,100,1094634.0,423179.0,367349.0,304106.0,100,83429,4832,70.23
101,ema_diff_trend,ema_diff,20,3.0,0.0,1,150,1091593.0,521203.0,144060.0,426330.0,150,202423,11159,62.18
102,ema_diff_trend,ema_diff,50,8.0,0.0,1,200,1091406.0,1424314.0,-264217.0,-68691.0,200,72445,3985,64.87
103,mid_z_revert,mid_z,500,1.5,0.0,-1,150,1069512.0,-1170122.0,1137608.0,1102026.0,150,21499,1216,90.85
104,momentum_revert,momentum,200,12.0,0.0,-1,200,1066565.0,-1717084.0,1232557.0,1551092.0,200,36560,2048,55.94
105,ema_diff_trend,ema_diff,100,3.0,0.0,1,100,1066531.0,443614.0,377325.0,245592.0,100,86681,4895,86.14
106,momentum_trend,momentum,50,6.0,0.0,1,100,1057286.0,471091.0,440541.0,145654.0,100,64531,3758,59.67
107,mid_z_revert,mid_z,500,1.25,0.0,-1,150,1050263.0,-1179919.0,1136589.0,1093593.0,150,25951,1456,91.35
108,ema_diff_trend,ema_diff,50,1.0,0.0,1,150,1049535.0,428389.0,360097.0,261049.0,150,245151,13576,74.87
109,mid_z_trend,mid_z,100,2.0,0.0,1,200,1046630.0,1452140.0,1436293.0,-1841803.0,200,57555,3172,74.69
110,ema_diff_trend,ema_diff,20,5.0,0.0,1,100,1033361.0,399723.0,367606.0,266032.0,100,89793,5072,67.58
111,momentum_trend,momentum,100,4.0,0.0,1,200,1021582.0,1377618.0,1271722.0,-1627758.0,200,100410,5556,72.5
112,mid_z_trend,mid_z,100,1.25,0.25,1,100,1010622.0,376816.0,346718.0,287088.0,100,93469,5522,62.41
113,momentum_revert,momentum,10,8.0,0.0,-1,200,1007818.0,-87586.0,706143.0,389261.0,200,39474,2256,1.69
114,mid_z_revert,mid_z,500,1.0,0.0,-1,150,1003782.0,-1199284.0,1128801.0,1074265.0,150,29381,1647,92.59
115,mid_z_trend,mid_z,50,1.25,0.0,1,100,1003484.0,387729.0,364128.0,251627.0,100,92359,5257,83.11
116,mid_z_trend,mid_z,100,1.5,0.5,1,150,998632.0,715223.0,737569.0,-454160.0,150,131004,7432,47.63
117,mid_z_trend,mid_z,20,2.0,0.25,1,200,998604.0,854802.0,-3607.0,147409.0,200,239152,13228,15.74
118,mid_z_trend,mid_z,50,1.25,0.25,1,150,998186.0,512449.0,124798.0,360939.0,150,205411,11492,55.03
119,ema_diff_revert,ema_diff,500,3.0,0.0,-1,200,997687.0,-1869593.0,1441346.0,1425934.0,200,83275,4636,88.64
120,mid_z_trend,mid_z,200,2.0,0.25,1,200,956525.0,1440176.0,-223743.0,-259908.0,200,63851,3633,42.2
121,mid_z_revert,mid_z,200,2.0,0.0,-1,150,949595.0,-1211577.0,1100567.0,1060605.0,150,28421,1598,84.91
122,mid_z_trend,mid_z,500,2.0,0.0,1,150,946200.0,1054238.0,1086957.0,-1194995.0,150,13635,753,89.67
123,mid_z_revert,mid_z,500,0.75,0.0,-1,150,937425.0,-1222628.0,1103162.0,1056891.0,150,34411,1935,92.45
124,momentum_revert,momentum,200,8.0,0.0,-1,200,934580.0,-1751809.0,1186980.0,1499409.0,200,49456,2771,68.6
125,mid_z_trend,mid_z,20,2.0,0.0,1,100,927060.0,335747.0,333486.0,257827.0,100,100623,5662,56.04
126,momentum_revert,momentum,100,12.0,0.0,-1,200,925917.0,-1747215.0,1555087.0,1118045.0,200,41432,2342,38.28
127,momentum_revert,momentum,50,12.0,0.0,-1,150,919978.0,-62267.0,-58772.0,1041017.0,150,27045,1535,18.79
128,mid_z_trend,mid_z,50,1.0,0.0,1,100,911856.0,355244.0,335929.0,220683.0,100,103609,5888,83.18
129,ema_diff_revert,ema_diff,500,8.0,0.0,-1,150,908045.0,-1228391.0,1090199.0,1046237.0,150,35965,2023,89.65
130,mid_z_trend,mid_z,50,0.75,0.25,1,150,899787.0,322993.0,318253.0,258541.0,150,257889,14416,63.2
131,mid_z_trend,mid_z,200,2.0,0.5,1,200,899677.0,1410820.0,-236000.0,-275143.0,200,69875,3984,35.38
132,mid_z_revert,mid_z,500,1.5,0.0,-1,200,898365.0,-1668716.0,965364.0,1601717.0,200,27682,1547,89.3
133,ema_diff_trend,ema_diff,20,8.0,0.0,1,100,895038.0,556099.0,-120301.0,459240.0,100,33770,1917,58.57
134,momentum_trend,momentum,100,6.0,0.0,1,150,883799.0,953593.0,904426.0,-974220.0,150,65886,3661,67.38
135,momentum_trend,momentum,20,6.0,0.0,1,150,876371.0,862617.0,-317155.0,330909.0,150,98584,5524,28.9
136,mid_z_trend,mid_z,20,1.25,0.0,1,150,859546.0,412419.0,83236.0,363891.0,150,225987,12497,58.87
137,mid_z_trend,mid_z,100,1.0,0.25,1,100,859534.0,327234.0,292606.0,239694.0,100,109489,6438,66.55
138,ema_diff_trend,ema_diff,100,2.0,0.0,1,100,845351.0,375648.0,297834.0,171869.0,100,109697,6206,85.62
139,mid_z_revert,mid_z,200,1.5,0.0,-1,150,832304.0,-1251546.0,1063938.0,1019912.0,150,37233,2091,88.53
140,momentum_revert,momentum,200,6.0,0.0,-1,200,828779.0,-1790395.0,1149550.0,1469624.0,200,57904,3230,74.58
141,mid_z_trend,mid_z,20,1.5,0.0,1,150,826900.0,540403.0,-169102.0,455599.0,150,190478,10519,55.33
142,mid_z_trend,mid_z,100,1.25,0.5,1,100,824846.0,287015.0,300242.0,237589.0,100,112315,6671,55.8
143,mid_z_trend,mid_z,50,1.0,0.25,1,150,815455.0,430104.0,49354.0,335997.0,150,228938,12800,59.51
144,ema_diff_trend,ema_diff,50,3.0,0.0,1,100,800823.0,321631.0,300604.0,178588.0,100,115239,6537,81.36
145,mid_z_trend,mid_z,50,0.75,0.0,1,100,785066.0,296678.0,295096.0,193292.0,100,118479,6720,83.66
146,mid_z_trend,mid_z,100,1.5,0.0,1,200,782008.0,1395599.0,1363638.0,-1977229.0,200,83809,4605,79.02
147,mid_z_trend,mid_z,100,1.25,0.0,1,100,778796.0,524816.0,461850.0,-207870.0,100,52032,2965,88.91
148,mid_z_trend,mid_z,50,0.75,0.5,1,200,775363.0,393755.0,28469.0,353139.0,200,385304,21543,52.97
149,ema_diff_revert,ema_diff,200,8.0,0.0,-1,150,772446.0,-1272327.0,1036942.0,1007831.0,150,46635,2606,85.77
150,mid_z_revert,mid_z,200,1.25,0.0,-1,150,770510.0,-1274637.0,1044606.0,1000541.0,150,45117,2530,88.17
151,ema_diff_revert,ema_diff,500,5.0,0.0,-1,150,764993.0,-1280318.0,1037696.0,1007615.0,150,50619,2841,89.65
152,momentum_trend,momentum,20,2.0,0.0,1,200,756466.0,696473.0,687270.0,-627277.0,200,305392,16886,54.29
153,momentum_trend,momentum,50,2.0,0.0,1,100,745151.0,304514.0,286802.0,153835.0,100,120585,6917,78.7
154,mid_z_trend,mid_z,200,1.5,0.25,1,200,734516.0,1380825.0,-292682.0,-353627.0,200,86519,4903,53.83
155,momentum_trend,momentum,100,4.0,0.0,1,150,723082.0,926934.0,845945.0,-1049797.0,150,82074,4566,74.84
156,mid_z_revert,mid_z,200,1.0,0.0,-1,150,716979.0,-1292245.0,1028204.0,981020.0,150,52709,2954,88.98
157,mid_z_trend,mid_z,100,2.0,0.25,1,100,704935.0,460895.0,465131.0,-221091.0,100,60670,3604,46.45
158,mid_z_trend,mid_z,100,2.0,0.0,1,150,691840.0,1006037.0,983336.0,-1297533.0,150,45965,2546,79.74
159,momentum_revert,momentum,200,4.0,0.0,-1,200,687526.0,-1841584.0,1106451.0,1422659.0,200,72624,4041,80.26
160,momentum_revert,momentum,100,8.0,0.0,-1,200,680201.0,-1833569.0,1467524.0,1046246.0,200,67306,3769,56.45
161,momentum_trend,momentum,100,2.0,0.0,1,200,653245.0,1229804.0,1164106.0,-1740665.0,200,136504,7570,78.87
162,mid_z_trend,mid_z,100,0.75,0.25,1,100,650447.0,255305.0,240370.0,154772.0,100,131509,7714,71.27
163,mid_z_trend,mid_z,100,2.0,0.5,1,100,638843.0,440877.0,443686.0,-245720.0,100,67066,4000,39.81
164,imbalance_z_trend,imbalance_z,200,0.75,0.0,1,200,636527.0,814636.0,-95318.0,-82791.0,200,34091,1843,13.7
165,imbalance_z_trend,imbalance_z,200,1.0,0.0,1,200,636527.0,814636.0,-95318.0,-82791.0,200,34091,1843,13.7
166,imbalance_z_trend,imbalance_z,200,1.5,0.0,1,200,636527.0,814636.0,-95318.0,-82791.0,200,34091,1843,13.7
167,imbalance_z_trend,imbalance_z,200,2.0,0.0,1,200,636527.0,814636.0,-95318.0,-82791.0,200,34091,1843,13.7
168,mid_z_trend,mid_z,200,1.5,0.5,1,200,622575.0,1340880.0,-332848.0,-385457.0,200,99003,5629,47.41
169,momentum_revert,momentum,10,8.0,0.0,-1,150,613368.0,-88508.0,305561.0,396315.0,150,36877,2127,3.87
170,mid_z_trend,mid_z,200,2.0,0.25,1,150,606995.0,988661.0,-175275.0,-206391.0,150,50531,2876,44.52
171,ema_diff_revert,ema_diff,500,3.0,0.0,-1,150,604482.0,-1333914.0,979533.0,958863.0,150,66509,3723,90.84
172,momentum_trend,momentum,100,6.0,0.0,1,100,585724.0,520552.0,472084.0,-406912.0,100,47968,2782,70.21
173,momentum_revert,momentum,200,12.0,0.0,-1,150,583384.0,-1212884.0,737729.0,1058539.0,150,28738,1616,57.65
174,mid_z_trend,mid_z,10,1.5,0.0,1,200,582791.0,734041.0,-49213.0,-102037.0,200,287225,15711,30.66
175,mid_z_trend,mid_z,100,1.0,0.5,1,100,579262.0,210223.0,211386.0,157653.0,100,138209,8175,60.37
176,mid_z_trend,mid_z,50,2.0,0.25,1,150,576537.0,697162.0,-34550.0,-86075.0,150,136155,7625,36.43
177,mid_z_revert,mid_z,500,1.5,0.0,-1,100,571850.0,-670876.0,638794.0,603932.0,100,14895,863,93.15
178,ema_diff_trend,ema_diff,50,2.0,0.0,1,100,568101.0,224806.0,216146.0,127149.0,100,142031,8076,81.19
179,ema_diff_trend,ema_diff,100,8.0,0.0,1,100,565451.0,523090.0,507919.0,-465558.0,100,39655,2255,84.7
180,mid_z_trend,mid_z,200,2.0,0.5,1,150,564751.0,966504.0,-183637.0,-218116.0,150,55035,3131,37.57
181,mid_z_revert,mid_z,500,1.25,0.0,-1,100,557867.0,-678522.0,639573.0,596816.0,100,18045,1044,94.21
182,mid_z_trend,mid_z,200,1.25,0.25,1,200,555331.0,1326736.0,-347229.0,-424176.0,200,103277,5845,58.86
183,mid_z_trend,mid_z,500,2.0,0.0,1,100,528234.0,591837.0,607589.0,-671192.0,100,9655,553,92.4
184,mid_z_revert,mid_z,500,1.0,0.0,-1,100,523586.0,-693825.0,633673.0,583738.0,100,20169,1170,94.85
185,ema_diff_trend,ema_diff,20,8.0,0.0,1,150,520393.0,1017827.0,-621411.0,123977.0,150,42389,2345,49.7
186,ema_diff_trend,ema_diff,200,3.0,0.0,1,200,509403.0,1314852.0,1238573.0,-2044022.0,200,110927,6104,84.61
187,ema_diff_trend,ema_diff,100,1.0,0.0,1,100,508364.0,267006.0,182800.0,58558.0,100,144647,8197,85.13
188,mid_z_trend,mid_z,100,1.5,0.25,1,100,506649.0,399677.0,389650.0,-282678.0,100,81600,4849,57.62
189,momentum_revert,momentum,200,2.0,0.0,-1,200,493680.0,-1895420.0,1038788.0,1350312.0,200,94360,5254,84.24
190,mid_z_revert,mid_z,200,2.0,0.0,-1,100,483017.0,-703578.0,613558.0,573037.0,100,19721,1146,88.97
191,mid_z_trend,mid_z,100,1.5,0.0,1,150,482493.0,964926.0,921641.0,-1404074.0,150,66353,3662,83.08
192,momentum_revert,momentum,200,8.0,0.0,-1,150,480020.0,-1242089.0,702946.0,1019163.0,150,39168,2215,69.86
193,mid_z_revert,mid_z,500,0.75,0.0,-1,100,477664.0,-708419.0,614385.0,571698.0,100,23855,1382,94.02
194,ema_diff_trend,ema_diff,100,8.0,0.0,1,150,476460.0,965805.0,536338.0,-1025683.0,150,55178,3055,79.66
195,momentum_revert,momentum,100,12.0,0.0,-1,150,469051.0,-1235992.0,1066686.0,638357.0,150,32768,1864,40.6
196,momentum_revert,momentum,500,12.0,0.0,-1,200,467459.0,-1698907.0,583719.0,1582647.0,200,27115,1530,58.17
197,ema_diff_revert,ema_diff,500,2.0,0.0,-1,200,463095.0,-1915092.0,998693.0,1379494.0,200,98491,5489,88.44
198,ema_diff_revert,ema_diff,500,8.0,0.0,-1,100,456229.0,-713094.0,605517.0,563806.0,100,25399,1475,91.39
199,momentum_revert,momentum,50,12.0,0.0,-1,100,453332.0,-55460.0,-49439.0,558231.0,100,20095,1199,22.36
200,momentum_trend,momentum,100,4.0,0.0,1,100,447941.0,482726.0,426157.0,-460942.0,100,61274,3535,77.77
201,ema_diff_trend,ema_diff,20,2.0,0.0,1,150,428717.0,268157.0,-76941.0,237501.0,150,270829,14994,62.2
202,mid_z_trend,mid_z,200,1.5,0.25,1,150,423287.0,935341.0,-231038.0,-281016.0,150,69157,3925,55.57
203,momentum_trend,momentum,100,2.0,0.0,1,150,417622.0,810181.0,748454.0,-1141013.0,150,112920,6306,81.5
204,momentum_revert,momentum,500,8.0,0.0,-1,200,413150.0,-1722849.0,572168.0,1563831.0,200,40063,2261,70.45
205,mid_z_revert,mid_z,200,1.5,0.0,-1,100,406690.0,-728158.0,588136.0,546712.0,100,26223,1519,90.88
206,momentum_revert,momentum,200,6.0,0.0,-1,150,393950.0,-1271762.0,672262.0,993450.0,150,46568,2620,75.89
207,mid_z_trend,mid_z,200,1.0,0.25,1,200,393615.0,1280587.0,-420463.0,-466509.0,200,119871,6750,63.67
208,mid_z_trend,mid_z,200,1.25,0.5,1,200,393245.0,1259950.0,-393588.0,-473117.0,200,121393,6883,52.28
209,momentum_trend,momentum,500,2.0,0.0,1,150,387591.0,894728.0,929311.0,-1436448.0,150,67963,3810,84.62
210,mid_z_trend,mid_z,100,1.5,0.5,1,100,371002.0,340575.0,352807.0,-322380.0,100,95074,5669,51.18
211,mid_z_revert,mid_z,200,1.25,0.0,-1,100,365693.0,-742873.0,575008.0,533558.0,100,32031,1843,90.77
212,mid_z_trend,mid_z,50,1.0,0.5,1,200,361349.0,570600.0,-167711.0,-41540.0,200,335910,18848,48.83
213,ema_diff_revert,ema_diff,200,8.0,0.0,-1,100,358738.0,-746370.0,570493.0,534615.0,100,33213,1898,89.33
214,mid_z_trend,mid_z,50,2.0,0.5,1,200,358307.0,1029757.0,-78551.0,-592899.0,200,185863,10471,25.85
215,ema_diff_revert,ema_diff,500,5.0,0.0,-1,100,352387.0,-751928.0,568418.0,535897.0,100,36213,2086,92.19
216,mid_z_trend,mid_z,100,2.0,0.0,1,100,340311.0,556040.0,534236.0,-749965.0,100,33351,1903,84.97
217,mid_z_trend,mid_z,200,1.5,0.5,1,150,333979.0,904055.0,-262043.0,-308033.0,150,79019,4494,49.1
218,mid_z_revert,mid_z,200,1.0,0.0,-1,100,325961.0,-756554.0,563683.0,518832.0,100,37567,2160,91.54
219,momentum_trend,momentum,500,6.0,0.0,1,100,319483.0,554526.0,524245.0,-759288.0,100,28943,1685,77.77
