rank,name,family,lookback,entry,exit,direction,target,total_pnl,day0,day1,day2,max_abs_pos,turnover,fills,time_at_limit_pct
1215,mid_z_revert,mid_z,20,2.0,0.0,-1,200,-4104170.0,-2056122.0,-1163038.0,-885010.0,200,139964,7796,34.01
1216,momentum_revert,momentum,10,2.0,0.0,-1,100,-4112025.0,-1527395.0,-1137258.0,-1447372.0,100,270882,15697,52.92
1217,mid_z_revert,mid_z,50,0.75,0.5,-1,100,-4126920.0,-1513872.0,-1198954.0,-1414094.0,100,263335,15688,61.52
1218,mid_z_revert,mid_z,50,1.25,0.5,-1,150,-4184463.0,-1924822.0,-1171606.0,-1088035.0,150,245688,14085,48.39
1219,ema_diff_revert,ema_diff,10,5.0,0.0,-1,200,-4189531.0,-1963658.0,-314900.0,-1910973.0,200,104458,5883,34.11
1220,mid_z_revert,mid_z,10,2.0,0.5,-1,150,-4210240.0,-1459068.0,-1012709.0,-1738463.0,150,334005,19056,7.63
1221,mid_z_revert,mid_z,10,1.0,0.0,-1,100,-4220885.0,-1653023.0,-978732.0,-1589130.0,100,311316,17825,55.99
1222,mid_z_revert,mid_z,20,1.0,0.5,-1,100,-4243239.0,-1865521.0,-1188751.0,-1188967.0,100,379941,22485,48.53
1223,mid_z_revert,mid_z,100,2.0,0.25,-1,200,-4252636.0,-1972729.0,-1968653.0,-311254.0,200,105510,6030,38.92
1224,mid_z_trend,mid_z,10,0.75,0.5,1,100,-4257751.0,-1233887.0,-1792707.0,-1231157.0,100,575228,33070,41.56
1225,mid_z_revert,mid_z,100,1.25,0.25,-1,150,-4259514.0,-1562561.0,-1543515.0,-1153438.0,150,128184,7321,59.19
1226,mid_z_revert,mid_z,100,1.0,0.0,-1,200,-4264568.0,-1982548.0,-1958726.0,-323294.0,200,108366,6029,81.78
1227,mid_z_trend,mid_z,10,0.75,0.5,1,150,-4275134.0,-1078685.0,-2121022.0,-1075427.0,150,678278,37748,31.25
1228,momentum_revert,momentum,50,6.0,0.0,-1,200,-4276112.0,-1988093.0,-1972803.0,-315216.0,200,107864,6036,51.66
1229,mid_z_revert,mid_z,10,2.0,0.25,-1,200,-4299902.0,-1829618.0,-889893.0,-1580391.0,200,290469,16313,6.73
1230,mid_z_revert,mid_z,100,0.75,0.0,-1,150,-4325017.0,-1457466.0,-1442757.0,-1424794.0,150,101663,5691,85.0
1231,mid_z_revert,mid_z,100,2.0,0.5,-1,200,-4358310.0,-2016163.0,-1997337.0,-344810.0,200,116992,6744,33.46
1232,ema_diff_revert,ema_diff,20,1.0,0.0,-1,100,-4369119.0,-1626105.0,-1236260.0,-1506754.0,100,296111,16941,68.81
1233,ema_diff_revert,ema_diff,50,5.0,0.0,-1,150,-4373930.0,-1476439.0,-1463718.0,-1433773.0,150,105199,5876,76.22
1234,mid_z_revert,mid_z,20,2.0,0.0,-1,150,-4406978.0,-1526869.0,-1532416.0,-1347693.0,150,124436,6986,43.1
1235,ema_diff_revert,ema_diff,10,3.0,0.0,-1,150,-4417780.0,-1841344.0,-1514472.0,-1061964.0,150,223502,12592,48.46
1236,mid_z_revert,mid_z,50,1.5,0.0,-1,150,-4422290.0,-1490601.0,-1500628.0,-1431061.0,150,110833,6220,75.35
1237,ema_diff_revert,ema_diff,100,5.0,0.0,-1,200,-4441604.0,-1963831.0,-1944367.0,-533406.0,200,106700,5945,78.5
1238,momentum_revert,momentum,50,4.0,0.0,-1,150,-4471678.0,-1507954.0,-1499048.0,-1464676.0,150,113905,6398,66.28
1239,ema_diff_revert,ema_diff,20,5.0,0.0,-1,150,-4489451.0,-1507915.0,-1512993.0,-1468543.0,150,116701,6566,59.17
1240,mid_z_revert,mid_z,20,1.5,0.0,-1,150,-4491405.0,-1737078.0,-1038126.0,-1716201.0,150,191988,10788,55.35
1241,mid_z_revert,mid_z,100,1.25,0.5,-1,150,-4491691.0,-1650617.0,-1615351.0,-1225723.0,150,153560,8831,52.83
1242,mid_z_revert,mid_z,20,0.75,0.25,-1,100,-4500705.0,-1751892.0,-1074095.0,-1674718.0,100,340082,19820,59.11
1243,ema_diff_revert,ema_diff,100,3.0,0.0,-1,150,-4504042.0,-1511061.0,-1501614.0,-1491367.0,150,118803,6655,82.58
1244,mid_z_revert,mid_z,20,1.5,0.25,-1,150,-4510356.0,-2094383.0,-1017697.0,-1398276.0,150,300959,17002,37.34
1245,mid_z_revert,mid_z,100,1.5,0.25,-1,200,-4584837.0,-2089730.0,-2071557.0,-423550.0,200,140194,7977,51.12
1246,mid_z_revert,mid_z,50,1.25,0.0,-1,150,-4587638.0,-1540318.0,-1554050.0,-1493270.0,150,128491,7201,77.63
1247,mid_z_revert,mid_z,50,1.5,0.5,-1,200,-4617521.0,-2461315.0,-1354822.0,-801384.0,200,260667,14865,39.81
1248,mid_z_revert,mid_z,10,1.25,0.25,-1,100,-4627663.0,-1859438.0,-1198030.0,-1570195.0,100,375670,21837,40.42
1249,mid_z_revert,mid_z,10,1.5,0.5,-1,100,-4641143.0,-1939475.0,-1252513.0,-1449155.0,100,406525,23902,28.34
1250,mid_z_revert,mid_z,20,1.5,0.5,-1,150,-4660461.0,-2316847.0,-1165306.0,-1178308.0,150,370875,21078,30.74
1251,mid_z_revert,mid_z,10,1.5,0.0,-1,150,-4682339.0,-1966585.0,-1217254.0,-1498500.0,150,263368,14803,38.69
1252,mid_z_revert,mid_z,10,0.75,0.0,-1,100,-4699248.0,-1821354.0,-1136051.0,-1741843.0,100,360676,20619,57.49
1253,momentum_revert,momentum,20,2.0,0.0,-1,150,-4754327.0,-1963788.0,-1982953.0,-807586.0,150,256044,14347,60.26
1254,mid_z_revert,mid_z,50,1.0,0.0,-1,150,-4754497.0,-1589735.0,-1607927.0,-1556835.0,150,144379,8074,78.05
1255,ema_diff_revert,ema_diff,100,2.0,0.0,-1,150,-4766400.0,-1584563.0,-1595110.0,-1586727.0,150,145999,8178,81.75
1256,mid_z_revert,mid_z,100,1.0,0.25,-1,150,-4792382.0,-1619961.0,-1606798.0,-1565623.0,150,147673,8400,63.61
1257,mid_z_revert,mid_z,100,1.5,0.5,-1,200,-4793579.0,-2171735.0,-2133118.0,-488726.0,200,163386,9393,44.98
1258,mid_z_revert,mid_z,10,2.0,0.5,-1,200,-4844828.0,-1996415.0,-1069385.0,-1779028.0,200,348583,19734,3.24
1259,ema_diff_revert,ema_diff,50,3.0,0.0,-1,150,-4867831.0,-1625682.0,-1633497.0,-1608652.0,150,155841,8744,76.36
1260,ema_diff_revert,ema_diff,20,5.0,0.0,-1,200,-4884448.0,-2065092.0,-1082073.0,-1737283.0,200,137035,7670,51.88
1261,mid_z_revert,mid_z,50,2.0,0.25,-1,200,-4902235.0,-2154253.0,-1405449.0,-1342533.0,200,162070,9182,30.62
1262,momentum_revert,momentum,50,2.0,0.0,-1,150,-4903244.0,-1627506.0,-1639033.0,-1636705.0,150,158439,8890,74.69
1263,mid_z_revert,mid_z,50,1.25,0.25,-1,150,-4944075.0,-1794875.0,-1422922.0,-1726278.0,150,206735,11721,55.06
1264,mid_z_revert,mid_z,50,0.75,0.0,-1,150,-4958850.0,-1670782.0,-1672013.0,-1616055.0,150,162747,9115,78.73
1265,ema_diff_revert,ema_diff,20,3.0,0.0,-1,150,-4984851.0,-1784852.0,-1448876.0,-1751123.0,150,204145,11457,62.03
1266,mid_z_revert,mid_z,100,0.75,0.25,-1,150,-5046132.0,-1704905.0,-1681469.0,-1659758.0,150,173211,9861,68.2
1267,mid_z_revert,mid_z,20,0.75,0.5,-1,100,-5102356.0,-2035950.0,-1363183.0,-1703223.0,100,430630,25353,52.34
1268,mid_z_revert,mid_z,100,1.0,0.5,-1,150,-5135727.0,-1752577.0,-1714273.0,-1668877.0,150,183951,10556,57.41
1269,mid_z_revert,mid_z,20,1.25,0.5,-1,150,-5156476.0,-2484483.0,-1326785.0,-1345208.0,150,422595,24005,36.05
1270,ema_diff_revert,ema_diff,100,1.0,0.0,-1,150,-5157386.0,-1705823.0,-1722960.0,-1728603.0,150,186637,10463,81.19
1271,momentum_revert,momentum,20,4.0,0.0,-1,200,-5157736.0,-2253757.0,-1093980.0,-1809999.0,200,194467,10860,40.64
1272,mid_z_revert,mid_z,20,1.0,0.0,-1,150,-5192592.0,-1985874.0,-1625408.0,-1581310.0,150,261674,14666,61.84
1273,mid_z_revert,mid_z,20,1.25,0.0,-1,150,-5207036.0,-1859450.0,-1521479.0,-1826107.0,150,227485,12765,59.0
1274,ema_diff_revert,ema_diff,50,2.0,0.0,-1,150,-5210131.0,-1744074.0,-1752316.0,-1713741.0,150,188493,10590,76.15
1275,mid_z_revert,mid_z,50,1.0,0.25,-1,150,-5215166.0,-1881802.0,-1501544.0,-1831820.0,150,230446,13045,59.48
1276,ema_diff_revert,ema_diff,10,1.0,0.0,-1,100,-5227892.0,-1910124.0,-1498465.0,-1819303.0,100,386025,22048,58.53
1277,mid_z_revert,mid_z,20,1.0,0.25,-1,150,-5284201.0,-2368597.0,-1632385.0,-1283219.0,150,379525,21407,47.61
1278,mid_z_revert,mid_z,50,1.0,0.5,-1,150,-5312546.0,-2053159.0,-1292655.0,-1966732.0,150,283470,16189,52.86
1279,mid_z_revert,mid_z,10,1.0,0.25,-1,100,-5316388.0,-2032023.0,-1335409.0,-1948956.0,100,425624,24662,44.67
1280,mid_z_revert,mid_z,10,1.25,0.5,-1,100,-5406068.0,-2117908.0,-1451154.0,-1837006.0,100,459536,26942,33.37
1281,ema_diff_revert,ema_diff,10,2.0,0.0,-1,150,-5410204.0,-2182254.0,-1826351.0,-1401599.0,150,324729,18253,49.56
1282,mid_z_revert,mid_z,10,1.5,0.25,-1,150,-5430463.0,-2372896.0,-1169350.0,-1888217.0,150,382627,21601,25.12
1283,mid_z_revert,mid_z,50,1.5,0.25,-1,200,-5485675.0,-2344089.0,-1601125.0,-1540461.0,200,223665,12626,45.28
1284,mid_z_revert,mid_z,100,1.25,0.25,-1,200,-5526796.0,-2147986.0,-2134557.0,-1244253.0,200,157966,8978,56.26
1285,momentum_revert,momentum,10,2.0,0.0,-1,150,-5561282.0,-2233533.0,-1840981.0,-1486768.0,150,337267,18918,43.63
1286,mid_z_revert,mid_z,100,0.75,0.5,-1,150,-5570945.0,-1894422.0,-1849902.0,-1826621.0,150,228989,13102,61.98
1287,mid_z_revert,mid_z,20,2.0,0.25,-1,200,-5599039.0,-2417863.0,-1500076.0,-1681100.0,200,241254,13550,15.91
1288,mid_z_revert,mid_z,10,1.25,0.0,-1,150,-5611465.0,-2141514.0,-1441973.0,-2027978.0,150,316360,17747,42.51
1289,mid_z_revert,mid_z,20,1.5,0.5,-1,200,-5634137.0,-2963157.0,-1328260.0,-1342720.0,200,421365,23768,23.95
1290,ema_diff_revert,ema_diff,20,2.0,0.0,-1,150,-5640479.0,-2014577.0,-1667280.0,-1958622.0,150,273035,15332,62.21
1291,mid_z_revert,mid_z,20,1.0,0.5,-1,150,-5642232.0,-2659815.0,-1490773.0,-1491644.0,150,472381,26742,40.6
1292,mid_z_revert,mid_z,20,1.25,0.25,-1,150,-5654939.0,-2234374.0,-1508298.0,-1912267.0,150,341539,19279,43.29
1293,mid_z_revert,mid_z,50,1.25,0.5,-1,200,-5655640.0,-2573807.0,-1834084.0,-1247749.0,200,297390,16937,44.44
1294,ema_diff_revert,ema_diff,50,1.0,0.0,-1,150,-5767200.0,-1919684.0,-1949431.0,-1898085.0,150,247093,13858,74.79
1295,mid_z_revert,mid_z,100,1.25,0.5,-1,200,-5811441.0,-2257772.0,-2221046.0,-1332623.0,200,188560,10817,50.09
1296,mid_z_revert,mid_z,10,0.75,0.25,-1,100,-5814594.0,-2201195.0,-1505229.0,-2108170.0,100,477226,27579,47.79
1297,mid_z_revert,mid_z,100,0.75,0.0,-1,200,-5839316.0,-2031543.0,-2017136.0,-1790637.0,200,127420,7099,81.67
1298,mid_z_revert,mid_z,50,0.75,0.25,-1,150,-5859088.0,-1993188.0,-1945769.0,-1920131.0,150,259773,14688,63.15
1299,mid_z_revert,mid_z,20,0.75,0.0,-1,150,-5917619.0,-2122041.0,-1755241.0,-2040337.0,150,300373,16840,63.0
1300,mid_z_revert,mid_z,10,1.25,0.25,-1,150,-6012989.0,-2557651.0,-1397276.0,-2058062.0,150,439275,24755,30.17
1301,ema_diff_revert,ema_diff,50,5.0,0.0,-1,200,-6084907.0,-2048507.0,-2032016.0,-2004384.0,200,129363,7196,71.22
1302,mid_z_revert,mid_z,10,1.5,0.0,-1,200,-6115713.0,-2534551.0,-1799063.0,-1782099.0,200,290209,16171,30.66
1303,mid_z_revert,mid_z,50,1.5,0.0,-1,200,-6140303.0,-2062644.0,-2076758.0,-2000901.0,200,136563,7615,68.14
1304,mid_z_revert,mid_z,50,0.75,0.5,-1,150,-6162891.0,-2230572.0,-1791573.0,-2140746.0,150,332476,18926,56.87
1305,ema_diff_revert,ema_diff,10,3.0,0.0,-1,200,-6188163.0,-2426426.0,-2110754.0,-1650983.0,200,253652,14169,40.48
1306,mid_z_revert,mid_z,10,1.0,0.5,-1,100,-6189359.0,-2322962.0,-1615207.0,-2251190.0,100,518502,30286,37.62
1307,momentum_revert,momentum,50,4.0,0.0,-1,200,-6214216.0,-2090934.0,-2080210.0,-2043072.0,200,139023,7758,62.56
1308,mid_z_revert,mid_z,10,1.5,0.25,-1,200,-6217094.0,-2965926.0,-1276704.0,-1974464.0,200,414359,23201,17.54
1309,ema_diff_revert,ema_diff,100,3.0,0.0,-1,200,-6242051.0,-2090174.0,-2077413.0,-2074464.0,200,146319,8123,78.96
1310,mid_z_revert,mid_z,20,1.5,0.0,-1,200,-6251465.0,-2315485.0,-1629582.0,-2306398.0,200,222136,12376,46.51
1311,mid_z_revert,mid_z,10,1.0,0.0,-1,150,-6253123.0,-2348188.0,-1609301.0,-2295634.0,150,375116,20984,45.36
1312,mid_z_revert,mid_z,10,1.5,0.5,-1,150,-6267799.0,-2648126.0,-1449905.0,-2169768.0,150,471553,26695,18.56
1313,ema_diff_revert,ema_diff,20,1.0,0.0,-1,150,-6277086.0,-2343607.0,-1960728.0,-1972751.0,150,366495,20530,61.35
1314,mid_z_revert,mid_z,20,1.25,0.5,-1,200,-6295269.0,-3164786.0,-1516084.0,-1614399.0,200,481827,27128,29.3
1315,mid_z_revert,mid_z,50,1.25,0.0,-1,200,-6358506.0,-2125894.0,-2148405.0,-2084207.0,200,159065,8850,71.44
1316,mid_z_revert,mid_z,20,1.5,0.25,-1,200,-6361369.0,-2705491.0,-1640546.0,-2015332.0,200,339203,19008,30.14
1317,mid_z_revert,mid_z,20,0.75,0.25,-1,150,-6382122.0,-2514198.0,-1778782.0,-2089142.0,150,422927,23826,50.72
1318,ema_diff_revert,ema_diff,100,2.0,0.0,-1,200,-6548395.0,-2175645.0,-2185356.0,-2187394.0,200,177723,9869,77.91
1319,mid_z_revert,mid_z,20,0.75,0.5,-1,150,-6562163.0,-2851495.0,-1676188.0,-2034480.0,150,529958,29953,44.34
1320,mid_z_revert,mid_z,50,1.0,0.0,-1,200,-6571446.0,-2189176.0,-2217067.0,-2165203.0,200,180017,9998,72.96
1321,mid_z_revert,mid_z,100,1.0,0.25,-1,200,-6586361.0,-2214837.0,-2202269.0,-2169255.0,200,180117,10207,60.61
1322,momentum_revert,momentum,20,2.0,0.0,-1,200,-6626103.0,-2612342.0,-2642846.0,-1370915.0,200,306256,17056,54.32
1323,ema_diff_revert,ema_diff,50,3.0,0.0,-1,200,-6673250.0,-2222784.0,-2234370.0,-2216096.0,200,189833,10589,71.45
1324,momentum_revert,momentum,50,2.0,0.0,-1,200,-6712729.0,-2225534.0,-2243969.0,-2243226.0,200,192231,10719,70.99
1325,mid_z_revert,mid_z,10,0.75,0.5,-1,100,-6774237.0,-2522500.0,-1806450.0,-2445287.0,100,579488,33707,41.45
1326,mid_z_revert,mid_z,50,1.0,0.5,-1,200,-6813341.0,-2711543.0,-1966199.0,-2135599.0,200,338336,19224,48.81
1327,mid_z_revert,mid_z,50,0.75,0.0,-1,200,-6819603.0,-2280202.0,-2297739.0,-2241662.0,200,202579,11280,73.9
1328,ema_diff_revert,ema_diff,20,3.0,0.0,-1,200,-6826528.0,-2391615.0,-2066521.0,-2368392.0,200,241731,13476,55.7
1329,mid_z_revert,mid_z,10,0.75,0.0,-1,150,-6835993.0,-2566746.0,-1776791.0,-2492456.0,150,438387,24475,46.99
1330,mid_z_revert,mid_z,50,1.25,0.25,-1,200,-6836107.0,-2418846.0,-2058566.0,-2358695.0,200,251061,14150,50.54
1331,mid_z_revert,mid_z,100,0.75,0.25,-1,200,-6864638.0,-2304384.0,-2290271.0,-2269983.0,200,208839,11819,65.14
1332,mid_z_revert,mid_z,10,1.25,0.5,-1,150,-6936490.0,-2859640.0,-1700671.0,-2376179.0,150,537227,30356,23.43
1333,mid_z_revert,mid_z,10,1.25,0.0,-1,200,-6953997.0,-2737027.0,-2054423.0,-2162547.0,200,351779,19572,34.79
1334,ema_diff_revert,ema_diff,100,1.0,0.0,-1,200,-6972448.0,-2304980.0,-2323748.0,-2343720.0,200,221681,12338,77.58
1335,mid_z_revert,mid_z,100,1.0,0.5,-1,200,-6984372.0,-2367304.0,-2329390.0,-2287678.0,200,222165,12705,54.68
1336,mid_z_revert,mid_z,20,1.0,0.5,-1,200,-7036356.0,-3369786.0,-1962672.0,-1703898.0,200,539375,30327,34.19
1337,mid_z_revert,mid_z,10,1.0,0.25,-1,150,-7055897.0,-2770644.0,-1584215.0,-2701038.0,150,502510,28255,34.14
1338,mid_z_revert,mid_z,20,1.25,0.0,-1,200,-7056042.0,-2465055.0,-2144727.0,-2446260.0,200,265805,14786,51.23
1339,ema_diff_revert,ema_diff,50,2.0,0.0,-1,200,-7069336.0,-2351759.0,-2374758.0,-2342819.0,200,227869,12728,71.67
1340,mid_z_revert,mid_z,10,1.5,0.5,-1,200,-7120440.0,-3261348.0,-1564694.0,-2294398.0,200,509881,28628,11.83
1341,mid_z_revert,mid_z,20,1.0,0.0,-1,200,-7121279.0,-2617591.0,-2276989.0,-2226699.0,200,307538,17104,54.32
1342,ema_diff_revert,ema_diff,10,1.0,0.0,-1,150,-7131815.0,-2654784.0,-2247104.0,-2229927.0,150,463989,25951,49.47
1343,mid_z_revert,mid_z,50,1.0,0.25,-1,200,-7142476.0,-2515918.0,-2146410.0,-2480148.0,200,278540,15660,55.06
1344,momentum_revert,momentum,10,2.0,0.0,-1,200,-7250753.0,-2873415.0,-2492661.0,-1884677.0,200,385110,21445,36.19
1345,mid_z_revert,mid_z,10,1.25,0.25,-1,200,-7286375.0,-3173656.0,-1523863.0,-2588856.0,200,478933,26776,23.02
1346,mid_z_revert,mid_z,20,1.0,0.25,-1,200,-7289127.0,-3024705.0,-2313571.0,-1950851.0,200,432705,24240,40.79
1347,ema_diff_revert,ema_diff,10,2.0,0.0,-1,200,-7310434.0,-2806965.0,-2466878.0,-2036591.0,200,367991,20514,42.43
1348,mid_z_revert,mid_z,100,0.75,0.5,-1,200,-7450258.0,-2519951.0,-2477746.0,-2452561.0,200,270133,15394,59.18
1349,ema_diff_revert,ema_diff,20,2.0,0.0,-1,200,-7573468.0,-2650095.0,-2316148.0,-2607225.0,200,319579,17784,56.0
1350,mid_z_revert,mid_z,20,1.25,0.25,-1,200,-7584369.0,-2863036.0,-2162790.0,-2558543.0,200,386989,21695,36.08
1351,ema_diff_revert,ema_diff,50,1.0,0.0,-1,200,-7675971.0,-2550552.0,-2585456.0,-2539963.0,200,291211,16225,70.4
1352,mid_z_revert,mid_z,10,0.75,0.25,-1,150,-7686938.0,-2992791.0,-1792203.0,-2901944.0,150,567874,31889,37.34
1353,mid_z_revert,mid_z,50,0.75,0.25,-1,200,-7811493.0,-2635138.0,-2599914.0,-2576441.0,200,309261,17385,58.89
1354,mid_z_revert,mid_z,20,0.75,0.0,-1,200,-7927506.0,-2783764.0,-2430671.0,-2713071.0,200,353827,19637,55.83
1355,mid_z_revert,mid_z,20,0.75,0.5,-1,200,-8005485.0,-3580241.0,-2162375.0,-2262869.0,200,602070,33775,37.74
1356,mid_z_revert,mid_z,10,1.0,0.5,-1,150,-8068840.0,-3107944.0,-1914810.0,-3046086.0,150,609188,34359,27.67
1357,mid_z_revert,mid_z,10,1.0,0.0,-1,200,-8167229.0,-2976990.0,-2253752.0,-2936487.0,200,419726,23317,37.75
1358,mid_z_revert,mid_z,50,0.75,0.5,-1,200,-8182502.0,-2898238.0,-2465989.0,-2818275.0,200,388326,21970,52.9
1359,mid_z_revert,mid_z,20,0.75,0.25,-1,200,-8189351.0,-3204709.0,-2477204.0,-2507438.0,200,483884,27078,43.96
1360,ema_diff_revert,ema_diff,20,1.0,0.0,-1,200,-8294252.0,-3006206.0,-2637962.0,-2650084.0,200,421311,23406,55.37
1361,mid_z_revert,mid_z,10,1.25,0.5,-1,200,-8299101.0,-3507619.0,-1854513.0,-2936969.0,200,586007,32859,16.52
1362,ema_diff_revert,ema_diff,10,1.0,0.0,-1,200,-8457730.0,-3325447.0,-2925780.0,-2206503.0,200,520631,28921,42.73
1363,mid_z_revert,mid_z,10,1.0,0.25,-1,200,-8533793.0,-3421719.0,-1744172.0,-3367902.0,200,552920,30839,26.87
1364,mid_z_revert,mid_z,10,0.75,0.5,-1,150,-8776663.0,-3347421.0,-2146026.0,-3283216.0,150,682756,38414,31.17
1365,mid_z_revert,mid_z,10,0.75,0.0,-1,200,-8838651.0,-3226942.0,-2450213.0,-3161496.0,200,492459,27307,39.2
1366,mid_z_revert,mid_z,10,0.75,0.25,-1,200,-9262691.0,-3682645.0,-1981099.0,-3598947.0,200,629540,35069,29.85
1367,mid_z_revert,mid_z,10,1.0,0.5,-1,200,-9621017.0,-3783542.0,-2102740.0,-3734735.0,200,667622,37336,20.55
1368,mid_z_revert,mid_z,10,0.75,0.5,-1,200,-10427204.0,-4066675.0,-2357832.0,-4002697.0,200,752142,41997,23.83
